model,model_group,finding,dimension,group,n,auroc,ece,sensitivity,specificity,fpr,fnr
CLIP-ViT-B16,clean,Cardiomegaly,Race,White,3077,0.8473833215575444,0.02178672425509603,0.8068181818181818,0.7316062176165803,0.2683937823834197,0.19318181818181823
CLIP-ViT-B16,clean,Cardiomegaly,Race,Black,504,0.8447043215487802,0.08292908585400516,0.7890818858560794,0.7920792079207921,0.20792079207920788,0.2109181141439206
CLIP-ViT-B16,clean,Cardiomegaly,Race,Asian,621,0.8306565679609437,0.05125039110396397,0.75,0.7741935483870968,0.22580645161290325,0.25
CLIP-ViT-B16,clean,Cardiomegaly,Race,Other,967,0.851148089616064,0.037504952782792526,0.7774193548387097,0.7780979827089337,0.2219020172910663,0.22258064516129028
CLIP-ViT-B16,clean,Consolidation,Gender,Female,2289,0.9020572248415684,0.010795384586781406,0.7995018679950187,0.8391655450874832,0.1608344549125168,0.20049813200498134
CLIP-ViT-B16,clean,Consolidation,Gender,Male,2994,0.8990350442372967,0.02060667857432622,0.8046804680468047,0.8475836431226765,0.15241635687732347,0.1953195319531953
CLIP-ViT-B16,clean,Consolidation,Age,<50,1552,0.9166353537962941,0.019332971362929288,0.7911392405063291,0.8849721706864564,0.1150278293135436,0.2088607594936709
CLIP-ViT-B16,clean,Consolidation,Age,50-70,2081,0.897008164968115,0.020854592800421415,0.7856209150326797,0.8571428571428571,0.1428571428571429,0.21437908496732028
CLIP-ViT-B16,clean,Consolidation,Age,70+,1650,0.8868376068376069,0.023195018319177727,0.8296296296296296,0.7805128205128206,0.21948717948717944,0.1703703703703704
CLIP-ViT-B16,clean,Consolidation,Race,White,2900,0.8976499344322162,0.012359826291326507,0.7926356589147286,0.8479657387580299,0.15203426124197006,0.20736434108527135
CLIP-ViT-B16,clean,Consolidation,Race,Black,345,0.8776226965882139,0.06547788267963955,0.7976190476190477,0.8390804597701149,0.16091954022988508,0.20238095238095233
CLIP-ViT-B16,clean,Consolidation,Race,Asian,628,0.9044104726761554,0.03734055822290259,0.8413284132841329,0.8263305322128851,0.1736694677871149,0.15867158671586712
CLIP-ViT-B16,clean,Consolidation,Race,Other,924,0.9048968319156794,0.033459509989477366,0.7950530035335689,0.8471138845553822,0.15288611544461783,0.2049469964664311
CLIP-ViT-B16,clean,Edema,Gender,Female,4298,0.8534393896849766,0.007985569534170648,0.808446455505279,0.7558494404883012,0.24415055951169884,0.19155354449472095
CLIP-ViT-B16,clean,Edema,Gender,Male,5688,0.8509519587201243,0.016287163551852654,0.8021616541353384,0.7409217877094972,0.25907821229050276,0.19783834586466165
CLIP-ViT-B16,clean,Edema,Age,<50,2172,0.8727164291865934,0.020157803529910225,0.7686809616634178,0.8025276461295419,0.19747235387045814,0.23131903833658218
CLIP-ViT-B16,clean,Edema,Age,50-70,4072,0.844560347709796,0.020055308409412526,0.8058536585365854,0.724172517552658,0.275827482447342,0.19414634146341458
CLIP-ViT-B16,clean,Edema,Age,70+,3742,0.8451856654510833,0.0102755254609025,0.8227933716604667,0.7312101910828025,0.2687898089171975,0.17720662833953327
CLIP-ViT-B16,clean,Edema,Race,White,5529,0.8541789881674753,0.009845990482643107,0.8050827139774634,0.7452135493372607,0.2547864506627393,0.19491728602253655
CLIP-ViT-B16,clean,Edema,Race,Black,653,0.8379907566228322,0.0384814618972362,0.7735849056603774,0.7613636363636364,0.23863636363636365,0.2264150943396226
CLIP-ViT-B16,clean,Edema,Race,Asian,998,0.8513085993672707,0.029235457692008797,0.8019125683060109,0.7669172932330827,0.23308270676691734,0.19808743169398912
CLIP-ViT-B16,clean,Edema,Race,Other,1411,0.8413236098989689,0.029894678593984283,0.7710604558969276,0.7487562189054726,0.2512437810945274,0.22893954410307238
CLIP-ViT-B16,clean,Enlarged Cardiomediastinum,Gender,Female,1382,0.7896214367595444,0.03242094053008324,0.7047353760445683,0.7302052785923754,0.2697947214076246,0.29526462395543174
CLIP-ViT-B16,clean,Enlarged Cardiomediastinum,Gender,Male,1999,0.805999243945874,0.035028163433986945,0.7638036809815951,0.7112100965107646,0.2887899034892354,0.23619631901840488
CLIP-ViT-B16,clean,Enlarged Cardiomediastinum,Age,<50,1179,0.7870141522210183,0.03188134395084712,0.62109375,0.8201516793066089,0.17984832069339107,0.37890625
CLIP-ViT-B16,clean,Enlarged Cardiomediastinum,Age,50-70,1289,0.8159636062861869,0.0230624806485918,0.782051282051282,0.7007786429365962,0.2992213570634038,0.21794871794871795
CLIP-ViT-B16,clean,Enlarged Cardiomediastinum,Age,70+,913,0.7587391260873912,0.05529772774105225,0.7863013698630137,0.5802919708029197,0.4197080291970803,0.2136986301369863
CLIP-ViT-B16,clean,Enlarged Cardiomediastinum,Race,White,1865,0.810672520585283,0.0242400665025689,0.7685512367491166,0.7013086989992302,0.2986913010007698,0.23144876325088337
CLIP-ViT-B16,clean,Enlarged Cardiomediastinum,Race,Black,210,0.7786410018552876,0.06169586483231083,0.7142857142857143,0.7337662337662337,0.26623376623376627,0.2857142857142857
CLIP-ViT-B16,clean,Enlarged Cardiomediastinum,Race,Asian,369,0.8000212856534695,0.044072742439882885,0.7037037037037037,0.7394636015325671,0.26053639846743293,0.2962962962962963
CLIP-ViT-B16,clean,Enlarged Cardiomediastinum,Race,Other,612,0.8022114131626821,0.05364866839246056,0.7150837988826816,0.7852193995381063,0.21478060046189373,0.2849162011173184
CLIP-ViT-B16,clean,Lung Opacity,Gender,Female,5820,0.7909499225723658,0.008882457393595796,0.707146695325094,0.7426160337552743,0.2573839662447257,0.292853304674906
CLIP-ViT-B16,clean,Lung Opacity,Gender,Male,8629,0.8209510286187602,0.005520392591886587,0.7230639730639731,0.7507987220447284,0.24920127795527158,0.2769360269360269
CLIP-ViT-B16,clean,Lung Opacity,Age,<50,3237,0.8144225506294472,0.008711773420281852,0.638752052545156,0.8177083333333334,0.18229166666666663,0.361247947454844
CLIP-ViT-B16,clean,Lung Opacity,Age,50-70,5914,0.8045039037382576,0.0035833066407025722,0.7186017916739856,0.7375565610859729,0.2624434389140271,0.28139820832601437
CLIP-ViT-B16,clean,Lung Opacity,Age,70+,5298,0.781351432769918,0.0055907074236576796,0.7605115287734935,0.6642335766423357,0.33576642335766427,0.23948847122650652
CLIP-ViT-B16,clean,Lung Opacity,Race,White,8189,0.789312117134238,0.004908406484925257,0.7117699227163309,0.722972972972973,0.277027027027027,0.2882300772836691
CLIP-ViT-B16,clean,Lung Opacity,Race,Black,760,0.7981436039688466,0.006830277538215912,0.665742024965326,0.8205128205128205,0.17948717948717952,0.334257975034674
CLIP-ViT-B16,clean,Lung Opacity,Race,Asian,1640,0.8500169540786668,0.010387723172060694,0.7342569269521411,0.7884615384615384,0.21153846153846156,0.26574307304785894
CLIP-ViT-B16,clean,Lung Opacity,Race,Other,2122,0.8033568324670171,0.012429973297403599,0.7070757050964869,0.7623762376237624,0.2376237623762376,0.2929242949035131
CLIP-ViT-B16,clean,Pleural Effusion,Gender,Female,6383,0.9010717662994536,0.015407625355332494,0.8202365863962822,0.8229229836264402,0.17707701637355977,0.17976341360371784
CLIP-ViT-B16,clean,Pleural Effusion,Gender,Male,9419,0.8957247329001059,0.015050157370733843,0.8066769101829865,0.8247787610619469,0.17522123893805308,0.19332308981701352
CLIP-ViT-B16,clean,Pleural Effusion,Age,<50,3648,0.9057673836655377,0.027845164763788413,0.7540199913081269,0.8693392724573126,0.13066072754268743,0.2459800086918731
CLIP-ViT-B16,clean,Pleural Effusion,Age,50-70,6617,0.8990811702312773,0.010666622125172416,0.8122893954410307,0.8326972010178118,0.16730279898218825,0.18771060455896926
CLIP-ViT-B16,clean,Pleural Effusion,Age,70+,5537,0.8737618098735318,0.010474250730764863,0.8412139872443369,0.7484848484848485,0.25151515151515147,0.15878601275566306
CLIP-ViT-B16,clean,Pleural Effusion,Race,White,8991,0.8924753188516048,0.01208098984778465,0.8054746651135701,0.8200659444182761,0.17993405558172393,0.19452533488642987
CLIP-ViT-B16,clean,Pleural Effusion,Race,Black,796,0.8946059691828708,0.042755303579917754,0.746588693957115,0.8621908127208481,0.13780918727915192,0.253411306042885
CLIP-ViT-B16,clean,Pleural Effusion,Race,Asian,1866,0.9017979002415185,0.02157074095833522,0.8444288717589348,0.8132118451025057,0.18678815489749434,0.15557112824106523
CLIP-ViT-B16,clean,Pleural Effusion,Race,Other,2394,0.899252234891275,0.03646607685021123,0.7967275015733165,0.8347826086956521,0.16521739130434787,0.2032724984266835
CLIP-ViT-B16,clean,Pneumonia,Gender,Female,359,0.7242443593018306,0.09819066990970152,0.654320987654321,0.7241379310344828,0.27586206896551724,0.345679012345679
CLIP-ViT-B16,clean,Pneumonia,Gender,Male,551,0.7856267806267805,0.07078545532314032,0.6666666666666666,0.79,0.20999999999999996,0.33333333333333337
CLIP-ViT-B16,clean,Pneumonia,Age,<50,247,0.7347544150110374,0.09264297815085999,0.6357615894039735,0.7291666666666666,0.27083333333333337,0.36423841059602646
CLIP-ViT-B16,clean,Pneumonia,Age,50-70,333,0.779700392533846,0.08219478051132363,0.639269406392694,0.8157894736842105,0.1842105263157895,0.36073059360730597
CLIP-ViT-B16,clean,Pneumonia,Age,70+,330,0.7609080188679246,0.10022101498023812,0.7008928571428571,0.7452830188679245,0.2547169811320755,0.2991071428571429
CLIP-ViT-B16,clean,Pneumonia,Race,White,513,0.7748214892893575,0.07682595865397307,0.6647058823529411,0.791907514450867,0.20809248554913296,0.33529411764705885
CLIP-ViT-B16,clean,Pneumonia,Race,Black,55,0.605263157894737,0.2990295941552659,0.4444444444444444,0.5789473684210527,0.42105263157894735,0.5555555555555556
CLIP-ViT-B16,clean,Pneumonia,Race,Asian,122,0.7252525252525253,0.14791842616179426,0.6233766233766234,0.7555555555555555,0.24444444444444446,0.37662337662337664
CLIP-ViT-B16,clean,Pneumonia,Race,Other,139,0.8008241758241759,0.07228359349015999,0.7032967032967034,0.7708333333333334,0.22916666666666663,0.29670329670329665
CLIP-ViT-B16,clean,Pneumothorax,Gender,Female,4009,0.7675932053827487,0.02044892272363177,0.7983789260385005,0.6254136333553938,0.3745863666446062,0.20162107396149953
CLIP-ViT-B16,clean,Pneumothorax,Gender,Male,5916,0.7417150176315527,0.016528587512870042,0.7507966857871256,0.5958132045088567,0.40418679549114334,0.24920331421287445
CLIP-ViT-B16,clean,Pneumothorax,Age,<50,3093,0.7620195473777365,0.03255959611889199,0.743142144638404,0.6564818856394588,0.34351811436054125,0.256857855361596
CLIP-ViT-B16,clean,Pneumothorax,Age,50-70,4146,0.7623874526177258,0.02735286266224606,0.7772963604852686,0.6079545454545454,0.3920454545454546,0.22270363951473138
CLIP-ViT-B16,clean,Pneumothorax,Age,70+,2686,0.7313111217641418,0.04148854788246211,0.7883333333333333,0.5546500479386386,0.4453499520613614,0.21166666666666667
CLIP-ViT-B16,clean,Pneumothorax,Race,White,5485,0.7407032821120134,0.013102190833303773,0.7662701189643107,0.5931952662721893,0.4068047337278107,0.23372988103568926
CLIP-ViT-B16,clean,Pneumothorax,Race,Black,478,0.8265326071777684,0.04877629871892195,0.7956989247311828,0.7116883116883117,0.2883116883116883,0.20430107526881724
CLIP-ViT-B16,clean,Pneumothorax,Race,Asian,1204,0.7569130676652962,0.02214669399598351,0.8450292397660819,0.5301624129930395,0.46983758700696054,0.1549707602339181
CLIP-ViT-B16,clean,Pneumothorax,Race,Other,1629,0.771186237400995,0.022187441812540742,0.7044025157232704,0.6964149504195271,0.30358504958047294,0.2955974842767296
CLIP-ViT-B16,clean,Support Devices,Gender,Female,6659,0.6845549849255268,0.004385802425420615,0.6516905974988421,0.6373626373626373,0.3626373626373627,0.34830940250115794
CLIP-ViT-B16,clean,Support Devices,Gender,Male,10156,0.7138084554645843,0.005601776822840207,0.6468488680399755,0.6742857142857143,0.32571428571428573,0.35315113196002446
CLIP-ViT-B16,clean,Support Devices,Age,<50,4522,0.6761104213316307,0.008529454883342651,0.6306883146581295,0.6375838926174496,0.36241610738255037,0.36931168534187053
CLIP-ViT-B16,clean,Support Devices,Age,50-70,7299,0.7097632533059919,0.0027116800146789665,0.6495049504950495,0.6593886462882096,0.3406113537117904,0.3504950495049505
CLIP-ViT-B16,clean,Support Devices,Age,70+,4994,0.7181804765482452,0.0016373860325449674,0.6640495867768595,0.6883116883116883,0.3116883116883117,0.33595041322314045
CLIP-ViT-B16,clean,Support Devices,Race,White,9238,0.7086238894554542,0.0030455113934869564,0.6346970713167897,0.6712328767123288,0.3287671232876712,0.36530292868321035
CLIP-ViT-B16,clean,Support Devices,Race,Black,849,0.6785167162296115,0.010238216960614291,0.6727493917274939,0.6296296296296297,0.37037037037037035,0.32725060827250607
CLIP-ViT-B16,clean,Support Devices,Race,Asian,1856,0.7079440707523668,0.00817401002435288,0.656390134529148,0.6666666666666666,0.33333333333333337,0.34360986547085204
CLIP-ViT-B16,clean,Support Devices,Race,Other,2510,0.7065872067171376,0.004133777963393953,0.6379663796637967,0.6619718309859155,0.3380281690140845,0.36203362033620334
ConvNeXtV2-Base,clean,Atelectasis,Gender,Female,1807,0.8058703865155479,0.015684108496411973,0.7421171171171171,0.7741935483870968,0.22580645161290325,0.25788288288288286
ConvNeXtV2-Base,clean,Atelectasis,Gender,Male,2748,0.7626219624447718,0.011204569857364729,0.7533136966126657,0.71875,0.28125,0.24668630338733433
ConvNeXtV2-Base,clean,Atelectasis,Age,<50,1063,0.8654335260115606,0.019397724375654835,0.6897880539499036,0.92,0.07999999999999996,0.3102119460500964
ConvNeXtV2-Base,clean,Atelectasis,Age,50-70,1938,0.7575539881574364,0.013972886786053686,0.7434691745036572,0.6666666666666666,0.33333333333333337,0.25653082549634276
ConvNeXtV2-Base,clean,Atelectasis,Age,70+,1554,0.6666512059369202,0.008317114698637168,0.7954545454545454,0.5714285714285714,0.4285714285714286,0.20454545454545459
ConvNeXtV2-Base,clean,Atelectasis,Race,White,2532,0.7607285338377775,0.014558005444506146,0.7635054021608644,0.696969696969697,0.303030303030303,0.23649459783913562
ConvNeXtV2-Base,clean,Atelectasis,Race,Asian,468,0.7537796976241901,0.01588019963527029,0.7321814254859611,0.6,0.4,0.2678185745140389
ConvNeXtV2-Base,clean,Atelectasis,Race,Other,677,0.8578046324269888,0.015222899326407824,0.7069486404833837,0.8666666666666667,0.1333333333333333,0.2930513595166163
ConvNeXtV2-Base,clean,Cardiomegaly,Gender,Female,2341,0.8611379976702089,0.0320657851218796,0.7899316345556247,0.7855191256830601,0.21448087431693985,0.21006836544437535
ConvNeXtV2-Base,clean,Cardiomegaly,Gender,Male,3416,0.885857676603468,0.02839152558894024,0.808965228320067,0.7949465500485908,0.20505344995140917,0.191034771679933
ConvNeXtV2-Base,clean,Cardiomegaly,Age,<50,1411,0.9211988156096574,0.027215837066983203,0.7671711292200233,0.8931159420289855,0.10688405797101452,0.23282887077997672
ConvNeXtV2-Base,clean,Cardiomegaly,Age,50-70,2272,0.8783811401452859,0.03324238452713321,0.8120450033090668,0.7963206307490145,0.2036793692509855,0.18795499669093318
ConvNeXtV2-Base,clean,Cardiomegaly,Age,70+,2074,0.8135309589703039,0.03983346085640461,0.8093480934809348,0.65625,0.34375,0.19065190651906516
ConvNeXtV2-Base,clean,Cardiomegaly,Race,White,3077,0.8704991953210864,0.031840968112814394,0.8091856060606061,0.7761658031088083,0.22383419689119166,0.19081439393939392
ConvNeXtV2-Base,clean,Cardiomegaly,Race,Black,504,0.8883129007689852,0.04860305989973091,0.826302729528536,0.801980198019802,0.19801980198019797,0.173697270471464
ConvNeXtV2-Base,clean,Cardiomegaly,Race,Asian,621,0.8420860519231647,0.047051299740047584,0.7425742574257426,0.8018433179723502,0.1981566820276498,0.25742574257425743
ConvNeXtV2-Base,clean,Cardiomegaly,Race,Other,967,0.8935158501440923,0.027507248400159796,0.7983870967741935,0.8213256484149856,0.17867435158501443,0.2016129032258065
ConvNeXtV2-Base,clean,Consolidation,Gender,Female,2289,0.9186831347453777,0.018151372173085364,0.8530510585305106,0.8398384925975774,0.16016150740242263,0.14694894146948945
ConvNeXtV2-Base,clean,Consolidation,Gender,Male,2994,0.9143867652830073,0.015275590925304486,0.8550855085508551,0.8231545406266596,0.1768454593733404,0.14491449144914492
ConvNeXtV2-Base,clean,Consolidation,Age,<50,1552,0.9376815167954408,0.01378664944218564,0.8459915611814346,0.8877551020408163,0.11224489795918369,0.1540084388185654
ConvNeXtV2-Base,clean,Consolidation,Age,50-70,2081,0.9064187377078491,0.0316262520169479,0.8509803921568627,0.8199088145896657,0.1800911854103343,0.14901960784313728
ConvNeXtV2-Base,clean,Consolidation,Age,70+,1650,0.9058567901234569,0.02402590845246047,0.8637037037037038,0.7815384615384615,0.21846153846153848,0.13629629629629625
ConvNeXtV2-Base,clean,Consolidation,Race,White,2900,0.9197448251249107,0.014872152669632717,0.8575581395348837,0.8394004282655246,0.16059957173447537,0.1424418604651163
ConvNeXtV2-Base,clean,Consolidation,Race,Black,345,0.8808611567232257,0.07838103153900916,0.8214285714285714,0.8275862068965517,0.1724137931034483,0.1785714285714286
ConvNeXtV2-Base,clean,Consolidation,Race,Asian,628,0.9064880564772034,0.06862501548941359,0.8597785977859779,0.7927170868347339,0.20728291316526615,0.14022140221402213
ConvNeXtV2-Base,clean,Consolidation,Race,Other,924,0.9201446503089806,0.028708214376807026,0.8162544169611308,0.8486739469578783,0.15132605304212166,0.18374558303886923
ConvNeXtV2-Base,clean,Edema,Gender,Female,4298,0.8694776509868366,0.017584328251197948,0.8045248868778281,0.7700915564598169,0.22990844354018314,0.19547511312217192
ConvNeXtV2-Base,clean,Edema,Gender,Male,5688,0.8771474776326291,0.017778633823861714,0.805921052631579,0.7925977653631285,0.20740223463687146,0.19407894736842102
ConvNeXtV2-Base,clean,Edema,Age,<50,2172,0.896192414803318,0.017389942647127465,0.7524366471734892,0.8562401263823065,0.1437598736176935,0.24756335282651076
ConvNeXtV2-Base,clean,Edema,Age,50-70,4072,0.8698081235576647,0.01696448153379805,0.8113821138211382,0.7673019057171514,0.2326980942828486,0.18861788617886177
ConvNeXtV2-Base,clean,Edema,Age,70+,3742,0.8611051396987393,0.011054705366244123,0.8265133581332431,0.7452229299363057,0.2547770700636943,0.17348664186675689
ConvNeXtV2-Base,clean,Edema,Race,White,5529,0.8710436286174014,0.013669516794934151,0.8029249580436346,0.7790868924889544,0.22091310751104565,0.19707504195636538
ConvNeXtV2-Base,clean,Edema,Race,Black,653,0.8638745950066705,0.044741145821973895,0.7589098532494759,0.8125,0.1875,0.2410901467505241
ConvNeXtV2-Base,clean,Edema,Race,Asian,998,0.8905768519659805,0.024774288987316984,0.8032786885245902,0.8308270676691729,0.16917293233082709,0.19672131147540983
ConvNeXtV2-Base,clean,Edema,Race,Other,1411,0.8648038302047739,0.036074558592949224,0.7829534192269574,0.7761194029850746,0.22388059701492535,0.21704658077304262
ConvNeXtV2-Base,clean,Enlarged Cardiomediastinum,Gender,Female,1382,0.8113963791023725,0.029777567504676295,0.6768802228412256,0.8025415444770283,0.1974584555229717,0.3231197771587744
ConvNeXtV2-Base,clean,Enlarged Cardiomediastinum,Gender,Male,1999,0.8216440989064542,0.05078842781862457,0.7315950920245399,0.7542687453600594,0.2457312546399406,0.2684049079754601
ConvNeXtV2-Base,clean,Enlarged Cardiomediastinum,Age,<50,1179,0.7931211064463705,0.05302842150010739,0.55078125,0.8537378114842904,0.1462621885157096,0.44921875
ConvNeXtV2-Base,clean,Enlarged Cardiomediastinum,Age,50-70,1289,0.8434100567582214,0.03792043745066896,0.7435897435897436,0.760845383759733,0.23915461624026702,0.2564102564102564
ConvNeXtV2-Base,clean,Enlarged Cardiomediastinum,Age,70+,913,0.7805019498050195,0.07264383373507685,0.7917808219178082,0.666058394160584,0.333941605839416,0.2082191780821918
ConvNeXtV2-Base,clean,Enlarged Cardiomediastinum,Race,White,1865,0.8225748537200402,0.037201864564415425,0.726148409893993,0.7736720554272517,0.2263279445727483,0.273851590106007
ConvNeXtV2-Base,clean,Enlarged Cardiomediastinum,Race,Black,210,0.7907003710575139,0.06735950460346438,0.6428571428571429,0.7662337662337663,0.23376623376623373,0.3571428571428571
ConvNeXtV2-Base,clean,Enlarged Cardiomediastinum,Race,Asian,369,0.8190364694196111,0.04191473555744933,0.7129629629629629,0.7777777777777778,0.2222222222222222,0.2870370370370371
ConvNeXtV2-Base,clean,Enlarged Cardiomediastinum,Race,Other,612,0.8260157147096392,0.06745322558005178,0.6536312849162011,0.8036951501154734,0.19630484988452657,0.34636871508379885
ConvNeXtV2-Base,clean,Lung Opacity,Gender,Female,5820,0.8094849418555878,0.0057624468120947465,0.7223714848647681,0.7552742616033755,0.24472573839662448,0.2776285151352319
ConvNeXtV2-Base,clean,Lung Opacity,Gender,Male,8629,0.8283185575517844,0.005695010268924208,0.7349687349687349,0.7763578274760383,0.22364217252396168,0.26503126503126506
ConvNeXtV2-Base,clean,Lung Opacity,Age,<50,3237,0.84269464969896,0.00917930333014095,0.6440065681444992,0.8645833333333334,0.13541666666666663,0.3559934318555008
ConvNeXtV2-Base,clean,Lung Opacity,Age,50-70,5914,0.813176139944824,0.005678710985462141,0.7333567539083085,0.751131221719457,0.248868778280543,0.26664324609169154
ConvNeXtV2-Base,clean,Lung Opacity,Age,70+,5298,0.7793233077389801,0.00696814262886332,0.7767874442937415,0.656934306569343,0.34306569343065696,0.22321255570625853
ConvNeXtV2-Base,clean,Lung Opacity,Race,White,8189,0.8082722117784832,0.007286251864876678,0.7264664892943115,0.7364864864864865,0.2635135135135135,0.27353351070568854
ConvNeXtV2-Base,clean,Lung Opacity,Race,Black,760,0.7859454461396209,0.014596290063175133,0.6837725381414702,0.717948717948718,0.28205128205128205,0.3162274618585298
ConvNeXtV2-Base,clean,Lung Opacity,Race,Asian,1640,0.8627204030226701,0.011861644761941088,0.7411838790931989,0.8461538461538461,0.15384615384615385,0.25881612090680106
ConvNeXtV2-Base,clean,Lung Opacity,Race,Other,2122,0.8232616928194552,0.01006271696033712,0.7120237506185056,0.8118811881188119,0.18811881188118806,0.28797624938149435
ConvNeXtV2-Base,clean,Pleural Effusion,Gender,Female,6383,0.9272243960890381,0.014794219030530876,0.8776932826362485,0.8380836870830807,0.16191631291691932,0.12230671736375154
ConvNeXtV2-Base,clean,Pleural Effusion,Gender,Male,9419,0.9166072287250282,0.012226623587142526,0.8617125296829166,0.8309734513274336,0.1690265486725664,0.13828747031708344
ConvNeXtV2-Base,clean,Pleural Effusion,Age,<50,3648,0.9311864342252021,0.02618492807878735,0.8322468491960018,0.8923533778767632,0.10764662212323683,0.16775315080399822
ConvNeXtV2-Base,clean,Pleural Effusion,Age,50-70,6617,0.9202349339405907,0.008518397964123675,0.8578790882061447,0.8377862595419847,0.1622137404580153,0.14212091179385533
ConvNeXtV2-Base,clean,Pleural Effusion,Age,70+,5537,0.9008214984682985,0.01681261666491536,0.897514844952716,0.7484848484848485,0.25151515151515147,0.10248515504728395
ConvNeXtV2-Base,clean,Pleural Effusion,Race,White,8991,0.9178709016893765,0.011981427715664439,0.8673558532323821,0.8290155440414507,0.17098445595854928,0.13264414676761793
ConvNeXtV2-Base,clean,Pleural Effusion,Race,Black,796,0.906563621460404,0.04211259537119855,0.8226120857699805,0.833922261484099,0.16607773851590102,0.17738791423001954
ConvNeXtV2-Base,clean,Pleural Effusion,Race,Asian,1866,0.9214146951167925,0.02123255520138707,0.8864751226348984,0.8109339407744874,0.18906605922551256,0.11352487736510164
ConvNeXtV2-Base,clean,Pleural Effusion,Race,Other,2394,0.9265837727544571,0.030151702883459797,0.8527375707992448,0.8596273291925466,0.14037267080745341,0.14726242920075516
ConvNeXtV2-Base,clean,Pneumonia,Gender,Female,359,0.6986306229601249,0.17559563343523799,0.7325102880658436,0.5431034482758621,0.4568965517241379,0.2674897119341564
ConvNeXtV2-Base,clean,Pneumonia,Gender,Male,551,0.803917378917379,0.08555402853938837,0.7891737891737892,0.72,0.28,0.21082621082621078
ConvNeXtV2-Base,clean,Pneumonia,Age,<50,247,0.7259933774834437,0.16325308226991309,0.7350993377483444,0.6354166666666666,0.36458333333333337,0.26490066225165565
ConvNeXtV2-Base,clean,Pneumonia,Age,50-70,333,0.8128654970760234,0.09094446767865948,0.7853881278538812,0.6929824561403509,0.3070175438596491,0.21461187214611877
ConvNeXtV2-Base,clean,Pneumonia,Age,70+,330,0.7477257412398921,0.14013915712130992,0.7678571428571429,0.6320754716981132,0.3679245283018868,0.2321428571428571
ConvNeXtV2-Base,clean,Pneumonia,Race,White,513,0.7472968378102687,0.12229429287473273,0.7647058823529411,0.6416184971098265,0.35838150289017345,0.23529411764705888
ConvNeXtV2-Base,clean,Pneumonia,Race,Black,55,0.7456140350877193,0.19235315441993636,0.6388888888888888,0.6842105263157895,0.3157894736842105,0.36111111111111116
ConvNeXtV2-Base,clean,Pneumonia,Race,Asian,122,0.8233766233766234,0.12821559969677304,0.7662337662337663,0.7333333333333333,0.2666666666666667,0.23376623376623373
ConvNeXtV2-Base,clean,Pneumonia,Race,Other,139,0.7731227106227107,0.1641174481209198,0.8021978021978022,0.6458333333333334,0.35416666666666663,0.19780219780219777
ConvNeXtV2-Base,clean,Pneumothorax,Gender,Female,4009,0.8039657841817889,0.020341938514660374,0.7548125633232016,0.7213765718067505,0.2786234281932495,0.24518743667679843
ConvNeXtV2-Base,clean,Pneumothorax,Gender,Male,5916,0.7677300433417595,0.032452806408808606,0.6934353091140854,0.7135955831608005,0.2864044168391995,0.30656469088591465
ConvNeXtV2-Base,clean,Pneumothorax,Age,<50,3093,0.7861021823442267,0.027002170094707425,0.6907730673316709,0.7346137058053251,0.26538629419467485,0.3092269326683291
ConvNeXtV2-Base,clean,Pneumothorax,Age,50-70,4146,0.7872107248445306,0.03554209736332825,0.7253032928942807,0.7202540106951871,0.27974598930481287,0.27469670710571925
ConvNeXtV2-Base,clean,Pneumothorax,Age,70+,2686,0.7715723873441995,0.025769197743509633,0.7366666666666667,0.6922339405560882,0.3077660594439118,0.2633333333333333
ConvNeXtV2-Base,clean,Pneumothorax,Race,White,5485,0.7802519451265212,0.016550186397204025,0.7249825052484254,0.7011834319526628,0.29881656804733725,0.27501749475157455
ConvNeXtV2-Base,clean,Pneumothorax,Race,Black,478,0.8578969417679095,0.04644222602637558,0.7634408602150538,0.7922077922077922,0.20779220779220775,0.23655913978494625
ConvNeXtV2-Base,clean,Pneumothorax,Race,Asian,1204,0.7717229074232371,0.037044005179685445,0.7748538011695907,0.6589327146171694,0.3410672853828306,0.22514619883040932
ConvNeXtV2-Base,clean,Pneumothorax,Race,Other,1629,0.7811023319852818,0.015696430561674083,0.6352201257861635,0.7833714721586575,0.21662852784134246,0.3647798742138365
ConvNeXtV2-Base,clean,Support Devices,Gender,Female,6659,0.6920421711991884,0.004625153737018833,0.6743862899490505,0.6263736263736264,0.37362637362637363,0.3256137100509495
ConvNeXtV2-Base,clean,Support Devices,Gender,Male,10156,0.7279412021794237,0.006650589594076266,0.6720375280440547,0.6742857142857143,0.32571428571428573,0.3279624719559453
ConvNeXtV2-Base,clean,Support Devices,Age,<50,4522,0.70277649456626,0.010338894785144766,0.6535559112737251,0.6577181208053692,0.3422818791946308,0.34644408872627486
ConvNeXtV2-Base,clean,Support Devices,Age,50-70,7299,0.6989919890304688,0.004341270555031912,0.6704384724186704,0.6244541484716157,0.37554585152838427,0.3295615275813296
ConvNeXtV2-Base,clean,Support Devices,Age,70+,4994,0.7516408178598262,0.002814391450377302,0.6942148760330579,0.7077922077922078,0.29220779220779225,0.30578512396694213
ConvNeXtV2-Base,clean,Support Devices,Race,White,9238,0.7071891011211868,0.00696563732014693,0.6610775765705343,0.6541095890410958,0.34589041095890416,0.33892242342946566
