attribute,attribute_type,model,disease,auroc_baseline,auroc_residualized,auroc_drop,log_or,abs_log_or,odds_ratio,erank,norm_erank,log_erank
smoking_history,comorbidity,XRV-DenseNet-nih,Pneumonia,0.703264,0.703172,9.2e-05,0.0255242509725274,0.0255242509725274,1.0258527838964695,5.57976418635722,0.0054489884632394,1.7191465149907603
smoking_history,comorbidity,XRV-DenseNet-nih,Pneumothorax,0.630243,0.629937,0.000307,0.0564289348125436,0.0564289348125436,1.0580514215058372,5.57976418635722,0.0054489884632394,1.7191465149907603
smoking_history,comorbidity,XRV-DenseNet-nih,Support Devices,0.679896,0.680159,-0.000264,0.1321697769984811,0.1321697769984811,1.1413020696593368,5.57976418635722,0.0054489884632394,1.7191465149907603
cancer_history,comorbidity,XRV-DenseNet-nih,Atelectasis,0.659998,0.658744,0.001254,0.109445455021143,0.109445455021143,1.115659215667158,5.57976418635722,0.0054489884632394,1.7191465149907603
cancer_history,comorbidity,XRV-DenseNet-nih,Cardiomegaly,0.804893,0.805466,-0.000573,-0.1706322508746525,0.1706322508746525,0.843131577366425,5.57976418635722,0.0054489884632394,1.7191465149907603
cancer_history,comorbidity,XRV-DenseNet-nih,Consolidation,0.791057,0.789424,0.001633,0.1417421047353901,0.1417421047353901,1.1522794428028704,5.57976418635722,0.0054489884632394,1.7191465149907603
cancer_history,comorbidity,XRV-DenseNet-nih,Edema,0.8309,0.830759,0.000141,-0.066077938325283,0.066077938325283,0.9360579066629447,5.57976418635722,0.0054489884632394,1.7191465149907603
cancer_history,comorbidity,XRV-DenseNet-nih,Enlarged Cardiomediastinum,0.767205,0.76493,0.002275,0.1398276697775554,0.1398276697775554,1.1500755889968632,5.57976418635722,0.0054489884632394,1.7191465149907603
cancer_history,comorbidity,XRV-DenseNet-nih,Lung Opacity,0.667383,0.665365,0.002018,0.1456904151069654,0.1456904151069654,1.1568379930414412,5.57976418635722,0.0054489884632394,1.7191465149907603
cancer_history,comorbidity,XRV-DenseNet-nih,Pleural Effusion,0.79445,0.790937,0.003513,0.2768611335843879,0.2768611335843879,1.3189831958481524,5.57976418635722,0.0054489884632394,1.7191465149907603
cancer_history,comorbidity,XRV-DenseNet-nih,Pneumonia,0.703264,0.703029,0.000235,0.0306547313841372,0.0306547313841372,1.0311294257891466,5.57976418635722,0.0054489884632394,1.7191465149907603
cancer_history,comorbidity,XRV-DenseNet-nih,Pneumothorax,0.630243,0.630257,-1.3e-05,0.3380976529740728,0.3380976529740728,1.402277433281242,5.57976418635722,0.0054489884632394,1.7191465149907603
cancer_history,comorbidity,XRV-DenseNet-nih,Support Devices,0.679896,0.679429,0.000467,-0.0787122733558624,0.0787122733558624,0.924305833604337,5.57976418635722,0.0054489884632394,1.7191465149907603
depression,comorbidity,XRV-DenseNet-nih,Atelectasis,0.659998,0.661283,-0.001285,-0.0451222822153099,0.0451222822153099,0.9558805874903858,5.57976418635722,0.0054489884632394,1.7191465149907603
depression,comorbidity,XRV-DenseNet-nih,Cardiomegaly,0.804893,0.804699,0.000195,0.0369961639057644,0.0369961639057644,1.037689040157577,5.57976418635722,0.0054489884632394,1.7191465149907603
depression,comorbidity,XRV-DenseNet-nih,Consolidation,0.791057,0.791547,-0.00049,-0.0895542427250649,0.0895542427250649,0.9143386675582026,5.57976418635722,0.0054489884632394,1.7191465149907603
depression,comorbidity,XRV-DenseNet-nih,Edema,0.8309,0.830928,-2.8e-05,0.0532519426306497,0.0532519426306497,1.0546953343658008,5.57976418635722,0.0054489884632394,1.7191465149907603
depression,comorbidity,XRV-DenseNet-nih,Enlarged Cardiomediastinum,0.767205,0.767212,-7e-06,-0.0372210851608232,0.0372210851608232,0.9634631044055462,5.57976418635722,0.0054489884632394,1.7191465149907603
depression,comorbidity,XRV-DenseNet-nih,Lung Opacity,0.667383,0.666606,0.000777,0.0653536103404184,0.0653536103404184,1.0675364495768784,5.57976418635722,0.0054489884632394,1.7191465149907603
depression,comorbidity,XRV-DenseNet-nih,Pleural Effusion,0.79445,0.795035,-0.000585,-0.0820892552302567,0.0820892552302567,0.9211897340250916,5.57976418635722,0.0054489884632394,1.7191465149907603
depression,comorbidity,XRV-DenseNet-nih,Pneumonia,0.703264,0.703293,-2.9e-05,-0.0021398064294344,0.0021398064294344,0.997862481324269,5.57976418635722,0.0054489884632394,1.7191465149907603
depression,comorbidity,XRV-DenseNet-nih,Pneumothorax,0.630243,0.62841,0.001834,-0.2922545245540283,0.2922545245540283,0.7465784892315832,5.57976418635722,0.0054489884632394,1.7191465149907603
depression,comorbidity,XRV-DenseNet-nih,Support Devices,0.679896,0.679697,0.000198,0.1032966482702699,0.1032966482702699,1.1088202899136728,5.57976418635722,0.0054489884632394,1.7191465149907603
sex,demographic,CLIP-ViT-B16,Atelectasis,0.682187,0.684735,-0.002548,0.0788291055407928,0.0788291055407928,1.082019395149886,63.77312931303896,0.1245568931895292,4.155331930991456
sex,demographic,CLIP-ViT-B16,Cardiomegaly,0.777432,0.777552,-0.00012,-0.0940599369974005,0.0940599369974005,0.91022820426025,63.77312931303896,0.1245568931895292,4.155331930991456
sex,demographic,CLIP-ViT-B16,Consolidation,0.830496,0.828847,0.001649,0.2747962991139378,0.2747962991139378,1.316262523714864,63.77312931303896,0.1245568931895292,4.155331930991456
sex,demographic,CLIP-ViT-B16,Edema,0.851171,0.851118,5.3e-05,0.0144939275747575,0.0144939275747575,1.0145994738532362,63.77312931303896,0.1245568931895292,4.155331930991456
sex,demographic,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.748612,0.749723,-0.00111,0.0378315051463293,0.0378315051463293,1.0385562267556403,63.77312931303896,0.1245568931895292,4.155331930991456
sex,demographic,CLIP-ViT-B16,Lung Opacity,0.705709,0.705703,6e-06,0.0503474365556622,0.0503474365556622,1.0516364098427675,63.77312931303896,0.1245568931895292,4.155331930991456
sex,demographic,CLIP-ViT-B16,Pleural Effusion,0.835109,0.835025,8.4e-05,0.0421568052089204,0.0421568052089204,1.043058022859335,63.77312931303896,0.1245568931895292,4.155331930991456
sex,demographic,CLIP-ViT-B16,Pneumonia,0.706053,0.705577,0.000476,0.142196743750504,0.142196743750504,1.1528034330980723,63.77312931303896,0.1245568931895292,4.155331930991456
sex,demographic,CLIP-ViT-B16,Pneumothorax,0.680485,0.681155,-0.00067,0.1428991384430347,0.1428991384430347,1.1536134405501774,63.77312931303896,0.1245568931895292,4.155331930991456
sex,demographic,CLIP-ViT-B16,Support Devices,0.741688,0.74104,0.000647,0.0343495538164269,0.0343495538164269,1.0349463129400267,63.77312931303896,0.1245568931895292,4.155331930991456
age,demographic,CLIP-ViT-B16,Atelectasis,0.682187,0.664439,0.017748,0.0082997915981176,0.0082997915981176,1.0083343303571106,63.77312931303896,0.1245568931895292,4.155331930991456
age,demographic,CLIP-ViT-B16,Cardiomegaly,0.777432,0.747711,0.029721,0.5927949816694053,0.5927949816694053,1.8090375828289464,63.77312931303896,0.1245568931895292,4.155331930991456
age,demographic,CLIP-ViT-B16,Consolidation,0.830496,0.828062,0.002434,0.0408048836500813,0.0408048836500813,1.0416488429960586,63.77312931303896,0.1245568931895292,4.155331930991456
age,demographic,CLIP-ViT-B16,Edema,0.851171,0.838943,0.012228,0.3451058427560672,0.3451058427560672,1.4121393764816168,63.77312931303896,0.1245568931895292,4.155331930991456
age,demographic,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.748612,0.729495,0.019117,0.1977779105113957,0.1977779105113957,1.2186917051466384,63.77312931303896,0.1245568931895292,4.155331930991456
age,demographic,CLIP-ViT-B16,Lung Opacity,0.705709,0.687161,0.018548,0.125239135348246,0.125239135348246,1.1334194613192998,63.77312931303896,0.1245568931895292,4.155331930991456
age,demographic,CLIP-ViT-B16,Pleural Effusion,0.835109,0.813139,0.02197,0.6285128784075926,0.6285128784075926,1.8748204191976376,63.77312931303896,0.1245568931895292,4.155331930991456
age,demographic,CLIP-ViT-B16,Pneumonia,0.706053,0.703821,0.002232,0.0466756231290858,0.0466756231290858,1.047782077677937,63.77312931303896,0.1245568931895292,4.155331930991456
age,demographic,CLIP-ViT-B16,Pneumothorax,0.680485,0.686203,-0.005718,-0.1403442644903719,0.1403442644903719,0.869058997740351,63.77312931303896,0.1245568931895292,4.155331930991456
age,demographic,CLIP-ViT-B16,Support Devices,0.741688,0.738236,0.003452,0.1340228068729766,0.1340228068729766,1.143418897156819,63.77312931303896,0.1245568931895292,4.155331930991456
bmi,demographic,CLIP-ViT-B16,Atelectasis,0.682187,0.684368,-0.002181,0.0614559170400696,0.0614559170400696,1.0633836183981034,63.77312931303896,0.1245568931895292,4.155331930991456
bmi,demographic,CLIP-ViT-B16,Cardiomegaly,0.777432,0.765748,0.011683,0.412825933375067,0.412825933375067,1.5110819741011567,63.77312931303896,0.1245568931895292,4.155331930991456
bmi,demographic,CLIP-ViT-B16,Consolidation,0.830496,0.82342,0.007076,-0.3136121607888581,0.3136121607888581,0.7308024070321975,63.77312931303896,0.1245568931895292,4.155331930991456
bmi,demographic,CLIP-ViT-B16,Edema,0.851171,0.851555,-0.000384,-0.0805015515565794,0.0805015515565794,0.922653472033581,63.77312931303896,0.1245568931895292,4.155331930991456
bmi,demographic,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.748612,0.747674,0.000938,0.2137440416535835,0.2137440416535835,1.2383056595574162,63.77312931303896,0.1245568931895292,4.155331930991456
bmi,demographic,CLIP-ViT-B16,Lung Opacity,0.705709,0.702998,0.002711,-0.2190900746226627,0.2190900746226627,0.8032493625117395,63.77312931303896,0.1245568931895292,4.155331930991456
bmi,demographic,CLIP-ViT-B16,Pleural Effusion,0.835109,0.834181,0.000928,-0.3876713051769026,0.3876713051769026,0.678635370541208,63.77312931303896,0.1245568931895292,4.155331930991456
bmi,demographic,CLIP-ViT-B16,Pneumonia,0.706053,0.703161,0.002891,-0.2359354690025975,0.2359354690025975,0.7898316409118782,63.77312931303896,0.1245568931895292,4.155331930991456
bmi,demographic,CLIP-ViT-B16,Pneumothorax,0.680485,0.663187,0.017298,-0.7350128476946501,0.7350128476946501,0.4794992984747483,63.77312931303896,0.1245568931895292,4.155331930991456
bmi,demographic,CLIP-ViT-B16,Support Devices,0.741688,0.741784,-9.6e-05,-0.0130015835618326,0.0130015835618326,0.9870825719127634,63.77312931303896,0.1245568931895292,4.155331930991456
hypertension,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.696157,-0.001088,0.0456277946210656,0.0456277946210656,1.046684756749229,63.77312931303896,0.1245568931895292,4.155331930991456
hypertension,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.776971,0.005143,0.1664784731850873,0.1664784731850873,1.1811381094552311,63.77312931303896,0.1245568931895292,4.155331930991456
hypertension,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.845451,0.000254,-0.1381276365122958,0.1381276365122958,0.8709875148421855,63.77312931303896,0.1245568931895292,4.155331930991456
hypertension,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.849839,0.000127,0.0125513565533141,0.0125513565533141,1.012630455415224,63.77312931303896,0.1245568931895292,4.155331930991456
hypertension,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.75826,0.004345,0.0846621426436415,0.0846621426436415,1.0883492977586409,63.77312931303896,0.1245568931895292,4.155331930991456
hypertension,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.700658,0.002033,-0.0059008121946908,0.0059008121946908,0.9941165634040734,63.77312931303896,0.1245568931895292,4.155331930991456
hypertension,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.83151,0.002073,0.0655031712254609,0.0655031712254609,1.0676961232132598,63.77312931303896,0.1245568931895292,4.155331930991456
hypertension,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.717152,1e-05,-0.0331757627671613,0.0331757627671613,0.9673685172784546,63.77312931303896,0.1245568931895292,4.155331930991456
hypertension,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.671179,0.001486,-0.2501691574471139,0.2501691574471139,0.7786690542608989,63.77312931303896,0.1245568931895292,4.155331930991456
hypertension,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.744586,0.001232,0.0962507354521104,0.0962507354521104,1.1010350979198535,63.77312931303896,0.1245568931895292,4.155331930991456
heart_failure,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.681292,0.013777,0.0087596251221823,0.0087596251221823,1.0087981029065851,63.77312931303896,0.1245568931895292,4.155331930991456
heart_failure,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.71865,0.063464,1.2062290063068948,1.2062290063068948,3.34086249706636,63.77312931303896,0.1245568931895292,4.155331930991456
heart_failure,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.839322,0.006383,0.0917185603870727,0.0917185603870727,1.096056305006163,63.77312931303896,0.1245568931895292,4.155331930991456
heart_failure,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.817202,0.032764,0.7804684845514592,0.7804684845514592,2.182494490983752,63.77312931303896,0.1245568931895292,4.155331930991456
heart_failure,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.737729,0.024876,0.1880263445670709,0.1880263445670709,1.2068653092748909,63.77312931303896,0.1245568931895292,4.155331930991456
heart_failure,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.69209,0.010601,0.1485808013586443,0.1485808013586443,1.160186538635784,63.77312931303896,0.1245568931895292,4.155331930991456
heart_failure,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.817456,0.016128,0.6017826732585939,0.6017826732585939,1.825369939848643,63.77312931303896,0.1245568931895292,4.155331930991456
heart_failure,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.712084,0.005078,0.1164205862508653,0.1164205862508653,1.123468288095718,63.77312931303896,0.1245568931895292,4.155331930991456
heart_failure,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.66865,0.004016,-0.4585053150257679,0.4585053150257679,0.6322279212078953,63.77312931303896,0.1245568931895292,4.155331930991456
heart_failure,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.742975,0.002843,0.2336490585502311,0.2336490585502311,1.2632011047837532,63.77312931303896,0.1245568931895292,4.155331930991456
atrial_fibrillation,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.682229,0.01284,0.1223346363891818,0.1223346363891818,1.1301322218764451,63.77312931303896,0.1245568931895292,4.155331930991456
atrial_fibrillation,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.7343,0.047814,1.0003571010114702,1.0003571010114702,2.7192527029892704,63.77312931303896,0.1245568931895292,4.155331930991456
atrial_fibrillation,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.836544,0.009161,0.2352860418770023,0.2352860418770023,1.2652706373636606,63.77312931303896,0.1245568931895292,4.155331930991456
atrial_fibrillation,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.831538,0.018428,0.5411052036055591,0.5411052036055591,1.7179044475720608,63.77312931303896,0.1245568931895292,4.155331930991456
atrial_fibrillation,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.742373,0.020232,0.2115880239273556,0.2115880239273556,1.2356387266153546,63.77312931303896,0.1245568931895292,4.155331930991456
atrial_fibrillation,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.694639,0.008052,0.1600100317063365,0.1600100317063365,1.1735226433672992,63.77312931303896,0.1245568931895292,4.155331930991456
atrial_fibrillation,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.813012,0.020571,0.7091316019844729,0.7091316019844729,2.032225711383964,63.77312931303896,0.1245568931895292,4.155331930991456
atrial_fibrillation,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.714029,0.003133,0.0979030286776571,0.0979030286776571,1.102855834534394,63.77312931303896,0.1245568931895292,4.155331930991456
atrial_fibrillation,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.672305,0.000361,-0.1459901031462897,0.1459901031462897,0.864166255669335,63.77312931303896,0.1245568931895292,4.155331930991456
atrial_fibrillation,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.738625,0.007193,0.2506802578863452,0.2506802578863452,1.284899182262978,63.77312931303896,0.1245568931895292,4.155331930991456
coronary_artery_disease,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.689031,0.006038,0.0520967671864346,0.0520967671864346,1.0534776796522318,63.77312931303896,0.1245568931895292,4.155331930991456
coronary_artery_disease,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.756679,0.025435,0.708048725871336,0.708048725871336,2.030026253789577,63.77312931303896,0.1245568931895292,4.155331930991456
coronary_artery_disease,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.845712,-6e-06,-0.0909413150178221,0.0909413150178221,0.913071292899572,63.77312931303896,0.1245568931895292,4.155331930991456
coronary_artery_disease,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.840715,0.009251,0.4027132321084208,0.4027132321084208,1.495877860410239,63.77312931303896,0.1245568931895292,4.155331930991456
coronary_artery_disease,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.757445,0.005161,0.1157409210153474,0.1157409210153474,1.1227049651884986,63.77312931303896,0.1245568931895292,4.155331930991456
coronary_artery_disease,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.697351,0.00534,0.0827069711319374,0.0827069711319374,1.086223467075875,63.77312931303896,0.1245568931895292,4.155331930991456
coronary_artery_disease,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.827699,0.005884,0.3456916375165987,0.3456916375165987,1.412966842668516,63.77312931303896,0.1245568931895292,4.155331930991456
coronary_artery_disease,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.716917,0.000246,0.0108084529360288,0.0108084529360288,1.010867075278704,63.77312931303896,0.1245568931895292,4.155331930991456
coronary_artery_disease,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.670111,0.002554,-0.3665873234284335,0.3665873234284335,0.6930956103549905,63.77312931303896,0.1245568931895292,4.155331930991456
coronary_artery_disease,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.746945,-0.001127,-0.0282394757696413,0.0282394757696413,0.9721555312290684,63.77312931303896,0.1245568931895292,4.155331930991456
stroke,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.695953,-0.000884,-0.1235901274875967,0.1235901274875967,0.8837419882095873,63.77312931303896,0.1245568931895292,4.155331930991456
stroke,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.779854,0.00226,0.3044295611652352,0.3044295611652352,1.3558513521015356,63.77312931303896,0.1245568931895292,4.155331930991456
stroke,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.846451,-0.000746,0.0495910128637399,0.0495910128637399,1.050841227932208,63.77312931303896,0.1245568931895292,4.155331930991456
stroke,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.848206,0.00176,0.296866753647862,0.296866753647862,1.3456359864154637,63.77312931303896,0.1245568931895292,4.155331930991456
stroke,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.759885,0.00272,0.051343662549528,0.051343662549528,1.0526845994004996,63.77312931303896,0.1245568931895292,4.155331930991456
stroke,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.702486,0.000205,-0.0137124396071137,0.0137124396071137,0.9863811476347084,63.77312931303896,0.1245568931895292,4.155331930991456
stroke,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.8333,0.000283,0.0772966505697884,0.0772966505697884,1.0803625190173514,63.77312931303896,0.1245568931895292,4.155331930991456
stroke,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.717209,-4.7e-05,0.06991390410417,0.06991390410417,1.0724158466764375,63.77312931303896,0.1245568931895292,4.155331930991456
stroke,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.672313,0.000353,-0.4929003602580865,0.4929003602580865,0.6108521311823895,63.77312931303896,0.1245568931895292,4.155331930991456
stroke,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.742651,0.003168,0.5221210435219888,0.5221210435219888,1.6855990898000912,63.77312931303896,0.1245568931895292,4.155331930991456
diabetes,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.69317,0.001899,-0.0062541409777377,0.0062541409777377,0.993765375454578,63.77312931303896,0.1245568931895292,4.155331930991456
diabetes,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.766714,0.015399,0.5136832438891021,0.5136832438891021,1.6714361783524885,63.77312931303896,0.1245568931895292,4.155331930991456
diabetes,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.847406,-0.001701,-0.1739315975452755,0.1739315975452755,0.8403543779948043,63.77312931303896,0.1245568931895292,4.155331930991456
diabetes,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.846319,0.003647,0.2846926017684263,0.2846926017684263,1.3293533244462272,63.77312931303896,0.1245568931895292,4.155331930991456
diabetes,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.758269,0.004336,0.0822160603223693,0.0822160603223693,1.0856903590992215,63.77312931303896,0.1245568931895292,4.155331930991456
diabetes,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.703622,-0.000931,0.0118020404813917,0.0118020404813917,1.0118719593521983,63.77312931303896,0.1245568931895292,4.155331930991456
diabetes,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.832894,0.000689,0.0634489906068962,0.0634489906068962,1.0655051336450272,63.77312931303896,0.1245568931895292,4.155331930991456
diabetes,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.717975,-0.000813,-0.028727566477379,0.028727566477379,0.9716811469285022,63.77312931303896,0.1245568931895292,4.155331930991456
diabetes,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.665204,0.007461,-0.5198256003862242,0.5198256003862242,0.594624241165906,63.77312931303896,0.1245568931895292,4.155331930991456
diabetes,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.745809,9e-06,0.137432146215895,0.137432146215895,1.1473238530657706,63.77312931303896,0.1245568931895292,4.155331930991456
hyperlipidemia,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.68966,0.005409,0.0286123523652562,0.0286123523652562,1.0290256178021135,63.77312931303896,0.1245568931895292,4.155331930991456
hyperlipidemia,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.763278,0.018835,0.5658881335624747,0.5658881335624747,1.7610111014642342,63.77312931303896,0.1245568931895292,4.155331930991456
hyperlipidemia,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.847001,-0.001296,-0.2218341129377795,0.2218341129377795,0.801048236852147,63.77312931303896,0.1245568931895292,4.155331930991456
hyperlipidemia,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.845887,0.004079,0.1903498859636209,0.1903498859636209,1.209672771144901,63.77312931303896,0.1245568931895292,4.155331930991456
hyperlipidemia,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.756181,0.006424,0.1492647161734789,0.1492647161734789,1.160980278791916,63.77312931303896,0.1245568931895292,4.155331930991456
hyperlipidemia,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.699788,0.002903,0.0481774549775076,0.0481774549775076,1.0493568523998231,63.77312931303896,0.1245568931895292,4.155331930991456
hyperlipidemia,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.831097,0.002487,0.145897353248621,0.145897353248621,1.1570774117174911,63.77312931303896,0.1245568931895292,4.155331930991456
hyperlipidemia,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.717604,-0.000442,-0.0193084300281414,0.0193084300281414,0.980876783729046,63.77312931303896,0.1245568931895292,4.155331930991456
hyperlipidemia,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.669511,0.003154,-0.2832150419603655,0.2832150419603655,0.7533577669086375,63.77312931303896,0.1245568931895292,4.155331930991456
hyperlipidemia,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.745075,0.000743,-0.0558651402735788,0.0558651402735788,0.9456666596382984,63.77312931303896,0.1245568931895292,4.155331930991456
obesity,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.695676,-0.000607,0.0909014070413521,0.0909014070413521,1.095161024769867,63.77312931303896,0.1245568931895292,4.155331930991456
obesity,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.769267,0.012847,0.5851434736877964,0.5851434736877964,1.7952485380917294,63.77312931303896,0.1245568931895292,4.155331930991456
obesity,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.845454,0.000251,-0.2925763396980491,0.2925763396980491,0.7463382676230973,63.77312931303896,0.1245568931895292,4.155331930991456
obesity,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.849369,0.000597,0.0855558824529532,0.0855558824529532,1.0893224336528524,63.77312931303896,0.1245568931895292,4.155331930991456
obesity,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.757184,0.005422,0.303213508321431,0.303213508321431,1.3542035673087882,63.77312931303896,0.1245568931895292,4.155331930991456
obesity,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.70329,-0.000599,-0.0464015489564103,0.0464015489564103,0.954658543073394,63.77312931303896,0.1245568931895292,4.155331930991456
obesity,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.834276,-0.000693,-0.1492157838722967,0.1492157838722967,0.8613832222361347,63.77312931303896,0.1245568931895292,4.155331930991456
obesity,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.716759,0.000403,-0.1465052560700078,0.1465052560700078,0.8637211925437763,63.77312931303896,0.1245568931895292,4.155331930991456
obesity,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.66216,0.010505,-0.6926880351088328,0.6926880351088328,0.5002296254372597,63.77312931303896,0.1245568931895292,4.155331930991456
obesity,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.746149,-0.000331,0.1358836717839678,0.1358836717839678,1.145548626215568,63.77312931303896,0.1245568931895292,4.155331930991456
hypothyroidism,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.695377,-0.000308,-0.0149512494624279,0.0149512494624279,0.9851599655103218,63.77312931303896,0.1245568931895292,4.155331930991456
hypothyroidism,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.779858,0.002256,0.2717396211413135,0.2717396211413135,1.3122452758967476,63.77312931303896,0.1245568931895292,4.155331930991456
hypothyroidism,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.845559,0.000146,-0.0113738391242973,0.0113738391242973,0.9886905984516636,63.77312931303896,0.1245568931895292,4.155331930991456
hypothyroidism,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.84635,0.003616,0.1741812810992103,0.1741812810992103,1.1902713199569386,63.77312931303896,0.1245568931895292,4.155331930991456
hypothyroidism,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.762988,-0.000383,0.0091843621061483,0.0091843621061483,1.0092266677774768,63.77312931303896,0.1245568931895292,4.155331930991456
hypothyroidism,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.703385,-0.000694,0.049772076710199,0.049772076710199,1.0510315145134457,63.77312931303896,0.1245568931895292,4.155331930991456
hypothyroidism,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.831563,0.00202,0.2325017701957904,0.2325017701957904,1.261752679906292,63.77312931303896,0.1245568931895292,4.155331930991456
hypothyroidism,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.716107,0.001056,0.0171793377485595,0.0171793377485595,1.0173277512350103,63.77312931303896,0.1245568931895292,4.155331930991456
