attribute,attribute_type,model,disease,auroc_baseline,auroc_residualized,auroc_drop,log_or,abs_log_or,odds_ratio,erank,norm_erank,log_erank
hypothyroidism,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.672279,0.000387,-0.2355297955829837,0.2355297955829837,0.7901521196150166,63.77312931303896,0.1245568931895292,4.155331930991456
hypothyroidism,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.744893,0.000925,0.2007118281134284,0.2007118281134284,1.2222724964966225,63.77312931303896,0.1245568931895292,4.155331930991456
ckd,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.688426,0.006643,-0.0339777579451992,0.0339777579451992,0.9665930034129692,63.77312931303896,0.1245568931895292,4.155331930991456
ckd,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.752493,0.029621,0.8242065116207039,0.8242065116207039,2.280070837632337,63.77312931303896,0.1245568931895292,4.155331930991456
ckd,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.845884,-0.000179,-0.0130710667993323,0.0130710667993323,0.9870139886027102,63.77312931303896,0.1245568931895292,4.155331930991456
ckd,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.836949,0.013017,0.4681650000130387,0.4681650000130387,1.5970608960169197,63.77312931303896,0.1245568931895292,4.155331930991456
ckd,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.754362,0.008243,0.1853354673741407,0.1853354673741407,1.2036221483700087,63.77312931303896,0.1245568931895292,4.155331930991456
ckd,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.700974,0.001716,0.1012207951180673,0.1012207951180673,1.1065209292129026,63.77312931303896,0.1245568931895292,4.155331930991456
ckd,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.826572,0.007011,0.3884110573869643,0.3884110573869643,1.4746358196687053,63.77312931303896,0.1245568931895292,4.155331930991456
ckd,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.715945,0.001217,0.0637929463086557,0.0637929463086557,1.0658716832457973,63.77312931303896,0.1245568931895292,4.155331930991456
ckd,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.66879,0.003875,-0.3998071358136773,0.3998071358136773,0.6704493392335067,63.77312931303896,0.1245568931895292,4.155331930991456
ckd,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.745737,8.1e-05,0.1354285663029736,0.1354285663029736,1.145027399372625,63.77312931303896,0.1245568931895292,4.155331930991456
aki,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.687423,0.007646,0.0590262351822611,0.0590262351822611,1.0608030707369989,63.77312931303896,0.1245568931895292,4.155331930991456
aki,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.75973,0.022384,0.5972805004767824,0.5972805004767824,1.8171702809794947,63.77312931303896,0.1245568931895292,4.155331930991456
aki,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.835595,0.01011,0.3486627728837547,0.3486627728837547,1.4171712011936606,63.77312931303896,0.1245568931895292,4.155331930991456
aki,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.830668,0.019298,0.5963737002321773,0.5963737002321773,1.8155232174158975,63.77312931303896,0.1245568931895292,4.155331930991456
aki,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.74986,0.012745,0.1124779270795141,0.1124779270795141,1.1190475559924475,63.77312931303896,0.1245568931895292,4.155331930991456
aki,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.695709,0.006982,0.1920572780814203,0.1920572780814203,1.2117399211150752,63.77312931303896,0.1245568931895292,4.155331930991456
aki,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.818003,0.01558,0.5304654026001534,0.5304654026001534,1.699723180155026,63.77312931303896,0.1245568931895292,4.155331930991456
aki,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.709235,0.007927,0.2192049639951816,0.2192049639951816,1.2450864484289446,63.77312931303896,0.1245568931895292,4.155331930991456
aki,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.669517,0.003148,-0.3710495167477511,0.3710495167477511,0.6900097736729459,63.77312931303896,0.1245568931895292,4.155331930991456
aki,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.736389,0.009429,0.5168521298985904,0.5168521298985904,1.6767411700915515,63.77312931303896,0.1245568931895292,4.155331930991456
copd,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.691412,0.003657,-0.0711446150633008,0.0711446150633008,0.931327198446702,63.77312931303896,0.1245568931895292,4.155331930991456
copd,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.778532,0.003581,0.2149035604066176,0.2149035604066176,1.2397423309544096,63.77312931303896,0.1245568931895292,4.155331930991456
copd,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.840793,0.004912,0.177174686175407,0.177174686175407,1.1938396221906862,63.77312931303896,0.1245568931895292,4.155331930991456
copd,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.842356,0.007609,0.3024748718448196,0.3024748718448196,1.353203672482073,63.77312931303896,0.1245568931895292,4.155331930991456
copd,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.756209,0.006397,0.0617646285138854,0.0617646285138854,1.0637119477990895,63.77312931303896,0.1245568931895292,4.155331930991456
copd,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.691162,0.011529,0.2243858658601141,0.2243858658601141,1.2515538581728407,63.77312931303896,0.1245568931895292,4.155331930991456
copd,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.830717,0.002866,0.2276760827331979,0.2276760827331979,1.2556785235954864,63.77312931303896,0.1245568931895292,4.155331930991456
copd,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.714865,0.002297,0.1601132993020019,0.1601132993020019,1.173643836486692,63.77312931303896,0.1245568931895292,4.155331930991456
copd,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.673535,-0.000869,0.2409736914772437,0.2409736914772437,1.2724875575999903,63.77312931303896,0.1245568931895292,4.155331930991456
copd,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.746124,-0.000306,0.1025442494586099,0.1025442494586099,1.107986328620283,63.77312931303896,0.1245568931895292,4.155331930991456
asthma,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.694828,0.000241,-0.0653139965898682,0.0653139965898682,0.9367732735791404,63.77312931303896,0.1245568931895292,4.155331930991456
asthma,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.782282,-0.000169,0.1340556078470783,0.1340556078470783,1.1434564030255632,63.77312931303896,0.1245568931895292,4.155331930991456
asthma,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.844511,0.001194,-0.1704364143752287,0.1704364143752287,0.8432967094720091,63.77312931303896,0.1245568931895292,4.155331930991456
asthma,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.84999,-2.4e-05,-0.0441815607529702,0.0441815607529702,0.9567802279636776,63.77312931303896,0.1245568931895292,4.155331930991456
asthma,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.762464,0.000141,0.0035892986083156,0.0035892986083156,1.003595747854347,63.77312931303896,0.1245568931895292,4.155331930991456
asthma,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.703388,-0.000697,0.0139830046842011,0.0139830046842011,1.0140812241613872,63.77312931303896,0.1245568931895292,4.155331930991456
asthma,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.833232,0.000351,-0.1556829113899279,0.1556829113899279,0.8558305214612533,63.77312931303896,0.1245568931895292,4.155331930991456
asthma,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.717143,2e-05,-0.0432332614186062,0.0432332614186062,0.9576879723556636,63.77312931303896,0.1245568931895292,4.155331930991456
asthma,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.672423,0.000243,-0.0394183084556522,0.0394183084556522,0.9613484848252836,63.77312931303896,0.1245568931895292,4.155331930991456
asthma,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.746571,-0.000753,0.1250045655881655,0.1250045655881655,1.1331536265678035,63.77312931303896,0.1245568931895292,4.155331930991456
respiratory_failure,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.696331,-0.001262,0.0364615297577575,0.0364615297577575,1.037134404438505,63.77312931303896,0.1245568931895292,4.155331930991456
respiratory_failure,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.775909,0.006204,0.365324902981282,0.365324902981282,1.44098211148501,63.77312931303896,0.1245568931895292,4.155331930991456
respiratory_failure,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.84069,0.005015,0.3861592867809558,0.3861592867809558,1.4713190138198466,63.77312931303896,0.1245568931895292,4.155331930991456
respiratory_failure,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.843931,0.006034,0.2862608927203287,0.2862608927203287,1.331439772888303,63.77312931303896,0.1245568931895292,4.155331930991456
respiratory_failure,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.757294,0.005311,0.0869232899454643,0.0869232899454643,1.0908130001840557,63.77312931303896,0.1245568931895292,4.155331930991456
respiratory_failure,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.697518,0.005173,0.2111978391772415,0.2111978391772415,1.2351566932747238,63.77312931303896,0.1245568931895292,4.155331930991456
respiratory_failure,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.830875,0.002708,0.2542871508029904,0.2542871508029904,1.289542044141387,63.77312931303896,0.1245568931895292,4.155331930991456
respiratory_failure,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.715412,0.00175,0.1140465028632011,0.1140465028632011,1.12080424427874,63.77312931303896,0.1245568931895292,4.155331930991456
respiratory_failure,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.672272,0.000394,-0.1429095580021127,0.1429095580021127,0.8668324634101816,63.77312931303896,0.1245568931895292,4.155331930991456
respiratory_failure,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.742405,0.003413,0.3493210535247676,0.3493210535247676,1.4181044046816034,63.77312931303896,0.1245568931895292,4.155331930991456
pulmonary_fibrosis,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.695966,-0.000897,-0.3417635813189391,0.3417635813189391,0.7105161641484208,63.77312931303896,0.1245568931895292,4.155331930991456
pulmonary_fibrosis,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.781926,0.000188,0.2227965031361407,0.2227965031361407,1.24956626504523,63.77312931303896,0.1245568931895292,4.155331930991456
pulmonary_fibrosis,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.845002,0.000703,0.0357114787979853,0.0357114787979853,1.0363567924438095,63.77312931303896,0.1245568931895292,4.155331930991456
pulmonary_fibrosis,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.847801,0.002165,0.3035337447344937,0.3035337447344937,1.3546373020468616,63.77312931303896,0.1245568931895292,4.155331930991456
pulmonary_fibrosis,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.762221,0.000384,-0.2878675139380411,0.2878675139380411,0.7498609317802121,63.77312931303896,0.1245568931895292,4.155331930991456
pulmonary_fibrosis,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.699159,0.003532,0.5916276754796344,0.5916276754796344,1.8069271140822416,63.77312931303896,0.1245568931895292,4.155331930991456
pulmonary_fibrosis,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.834248,-0.000665,-0.4517024526858588,0.4517024526858588,0.6365435433715441,63.77312931303896,0.1245568931895292,4.155331930991456
pulmonary_fibrosis,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.714856,0.002306,0.3056945781038908,0.3056945781038908,1.357567612348512,63.77312931303896,0.1245568931895292,4.155331930991456
pulmonary_fibrosis,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.67258,8.6e-05,-0.1046186723231352,0.1046186723231352,0.9006679067116622,63.77312931303896,0.1245568931895292,4.155331930991456
pulmonary_fibrosis,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.745824,-6e-06,-0.1867527221797471,0.1867527221797471,0.8296488647853663,63.77312931303896,0.1245568931895292,4.155331930991456
liver_disease,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.6949,0.000169,0.0650867215486985,0.0650867215486985,1.0672515740804631,63.77312931303896,0.1245568931895292,4.155331930991456
liver_disease,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.782307,-0.000193,-0.0299853202254221,0.0299853202254221,0.9704597795747448,63.77312931303896,0.1245568931895292,4.155331930991456
liver_disease,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.845472,0.000234,0.0255957274847687,0.0255957274847687,1.025926110896083,63.77312931303896,0.1245568931895292,4.155331930991456
liver_disease,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.848603,0.001363,0.122437013507441,0.122437013507441,1.1302479274792747,63.77312931303896,0.1245568931895292,4.155331930991456
liver_disease,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.76287,-0.000264,-0.0731513711186557,0.0731513711186557,0.9294601259577832,63.77312931303896,0.1245568931895292,4.155331930991456
liver_disease,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.702834,-0.000143,0.0560783514921986,0.0560783514921986,1.0576805513396357,63.77312931303896,0.1245568931895292,4.155331930991456
liver_disease,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.832809,0.000774,0.2118868116599027,0.2118868116599027,1.2360079754694944,63.77312931303896,0.1245568931895292,4.155331930991456
liver_disease,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.716633,0.000529,0.0469234159457033,0.0469234159457033,1.0480417427204036,63.77312931303896,0.1245568931895292,4.155331930991456
liver_disease,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.674331,-0.001665,-0.1380630582269061,0.1380630582269061,0.8710437635386925,63.77312931303896,0.1245568931895292,4.155331930991456
liver_disease,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.743536,0.002282,0.3752056563559756,0.3752056563559756,1.4552906736217108,63.77312931303896,0.1245568931895292,4.155331930991456
anemia,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.682901,0.012168,0.069802869792296,0.069802869792296,1.072296778331317,63.77312931303896,0.1245568931895292,4.155331930991456
anemia,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.769925,0.012188,0.4131595724974206,0.4131595724974206,1.5115862142772476,63.77312931303896,0.1245568931895292,4.155331930991456
anemia,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.836578,0.009127,0.343529027688116,0.343529027688116,1.4099144484457544,63.77312931303896,0.1245568931895292,4.155331930991456
anemia,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.840167,0.009799,0.4118141996975195,0.4118141996975195,1.5095539346932307,63.77312931303896,0.1245568931895292,4.155331930991456
anemia,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.748074,0.014532,0.137313183795794,0.137313183795794,1.1471873727617448,63.77312931303896,0.1245568931895292,4.155331930991456
anemia,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.69727,0.005421,0.1723756672800868,0.1723756672800868,1.1881240887316789,63.77312931303896,0.1245568931895292,4.155331930991456
anemia,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.819926,0.013658,0.5257526643489264,0.5257526643489264,1.691731675433278,63.77312931303896,0.1245568931895292,4.155331930991456
anemia,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.710582,0.006581,0.1683301770616986,0.1683301770616986,1.183327253669224,63.77312931303896,0.1245568931895292,4.155331930991456
anemia,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.671552,0.001113,-0.2878798827959024,0.2878798827959024,0.749851656914291,63.77312931303896,0.1245568931895292,4.155331930991456
anemia,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.742021,0.003797,0.2891885342290291,0.2891885342290291,1.3353434627477423,63.77312931303896,0.1245568931895292,4.155331930991456
smoking_history,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.695422,-0.000353,-0.0899484575752141,0.0899484575752141,0.91397829271461,63.77312931303896,0.1245568931895292,4.155331930991456
smoking_history,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.780991,0.001123,-0.2420934026302796,0.2420934026302796,0.7849828546642574,63.77312931303896,0.1245568931895292,4.155331930991456
smoking_history,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.846048,-0.000343,0.0091658859273231,0.0091658859273231,1.0092080212973462,63.77312931303896,0.1245568931895292,4.155331930991456
smoking_history,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.849947,1.9e-05,-0.044388129923683,0.044388129923683,0.9565826070773268,63.77312931303896,0.1245568931895292,4.155331930991456
smoking_history,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.763448,-0.000843,-0.1222007188618999,0.1222007188618999,0.8849707203587517,63.77312931303896,0.1245568931895292,4.155331930991456
smoking_history,comorbidity,CLIP-ViT-B16,Lung Opacity,0.702691,0.70321,-0.00052,0.1077933254356631,0.1077933254356631,1.1138175238453272,63.77312931303896,0.1245568931895292,4.155331930991456
smoking_history,comorbidity,CLIP-ViT-B16,Pleural Effusion,0.833583,0.833446,0.000137,-0.2618094120015047,0.2618094120015047,0.7696576972500687,63.77312931303896,0.1245568931895292,4.155331930991456
smoking_history,comorbidity,CLIP-ViT-B16,Pneumonia,0.717162,0.717116,4.7e-05,0.0255242509725274,0.0255242509725274,1.0258527838964695,63.77312931303896,0.1245568931895292,4.155331930991456
smoking_history,comorbidity,CLIP-ViT-B16,Pneumothorax,0.672665,0.672362,0.000304,0.0564289348125436,0.0564289348125436,1.0580514215058372,63.77312931303896,0.1245568931895292,4.155331930991456
smoking_history,comorbidity,CLIP-ViT-B16,Support Devices,0.745818,0.745693,0.000125,0.1321697769984811,0.1321697769984811,1.1413020696593368,63.77312931303896,0.1245568931895292,4.155331930991456
cancer_history,comorbidity,CLIP-ViT-B16,Atelectasis,0.695069,0.694366,0.000703,0.109445455021143,0.109445455021143,1.115659215667158,63.77312931303896,0.1245568931895292,4.155331930991456
cancer_history,comorbidity,CLIP-ViT-B16,Cardiomegaly,0.782114,0.783311,-0.001198,-0.1706322508746525,0.1706322508746525,0.843131577366425,63.77312931303896,0.1245568931895292,4.155331930991456
cancer_history,comorbidity,CLIP-ViT-B16,Consolidation,0.845705,0.843627,0.002078,0.1417421047353901,0.1417421047353901,1.1522794428028704,63.77312931303896,0.1245568931895292,4.155331930991456
cancer_history,comorbidity,CLIP-ViT-B16,Edema,0.849966,0.849747,0.000219,-0.066077938325283,0.066077938325283,0.9360579066629447,63.77312931303896,0.1245568931895292,4.155331930991456
cancer_history,comorbidity,CLIP-ViT-B16,Enlarged Cardiomediastinum,0.762605,0.760316,0.002289,0.1398276697775554,0.1398276697775554,1.1500755889968632,63.77312931303896,0.1245568931895292,4.155331930991456
