model,dimension,disease,subgroup,n,n_pos,prevalence,auroc,auroc_ci_lo,auroc_ci_hi,auprc,auprc_ci_lo,auprc_ci_hi,ece,brier,tpr,fpr,sufficient_data
CLIP-ViT-B16,Age,Consolidation,<50,589,303,0.51443124,0.8540354035403541,0.8270651035236671,0.8829012925695215,0.8738023735537374,0.8427842744348282,0.901936508013075,0.060302609890851185,0.15906902,0.66996699669967,0.14335664335664336,True
CLIP-ViT-B16,Age,Consolidation,50-70,1206,707,0.58623546,0.8710546977972919,0.852468704615953,0.8913108411398439,0.9083393982670258,0.8914238501012769,0.9260308523828388,0.06710461323237539,0.1493357,0.7496463932107497,0.1683366733466934,True
CLIP-ViT-B16,Age,Consolidation,70+,1093,703,0.6431839,0.8495094284567968,0.8260943359814761,0.8723309943548279,0.9068816156253425,0.8827725446202765,0.9268585255011088,0.05887986795954604,0.1535702,0.8065433854907539,0.258974358974359,True
CLIP-ViT-B16,Age,Edema,<50,1290,527,0.40852714,0.8714029559737478,0.8544379241238945,0.8906232659823335,0.8191023026565835,0.7881518903138138,0.8492611870437955,0.029286787312391194,0.14350408,0.7552182163187856,0.1743119266055046,True
CLIP-ViT-B16,Age,Edema,50-70,3485,1778,0.5101865,0.8643295686457471,0.8521255834226127,0.8761155397865004,0.8535380280815474,0.8366776964187095,0.8717966194241026,0.01874905211190924,0.14900912,0.7744656917885264,0.2032806092560047,True
CLIP-ViT-B16,Age,Edema,70+,3486,2112,0.605852,0.8355384494508403,0.8223014007202744,0.8493747794457738,0.8732365939035573,0.8577418031194789,0.8877771438311722,0.03075454807271235,0.15951304,0.7954545454545454,0.27438136826783116,True
CLIP-ViT-B16,Age,Enlarged Cardiomediastinum,<50,483,225,0.46583852,0.7439276485788116,0.6992613396137939,0.787409904400474,0.7000618914921202,0.6338328050572173,0.7685035540293063,0.06352609149170713,0.20688891,0.5866666666666667,0.22093023255813954,True
CLIP-ViT-B16,Age,Enlarged Cardiomediastinum,50-70,891,516,0.57912457,0.7998656330749354,0.7692343160926844,0.8297437497394066,0.8461233185949892,0.8144751767696639,0.8777014673052272,0.06566997909318452,0.18338703,0.7151162790697675,0.24533333333333332,True
CLIP-ViT-B16,Age,Enlarged Cardiomediastinum,70+,632,434,0.68670887,0.7439836149513569,0.7003931886978549,0.7842327396712828,0.8442446028949142,0.8023350172080159,0.882685582356062,0.09066380202015745,0.18677108,0.8202764976958525,0.4444444444444444,True
CLIP-ViT-B16,Age,Pleural Effusion,<50,2081,1084,0.5209034,0.8559766013908885,0.8401105961878975,0.871090920263669,0.8613744670488553,0.8417369091396376,0.8800849402831481,0.06261051319815229,0.15868078,0.7250922509225092,0.19658976930792377,True
CLIP-ViT-B16,Age,Pleural Effusion,50-70,5288,3405,0.64391077,0.8443016307123868,0.8340565614555377,0.8551007764903482,0.8974923821697267,0.887027278468213,0.9072001435999918,0.10645026155731974,0.16192566,0.7706314243759178,0.24375995751460436,True
CLIP-ViT-B16,Age,Pleural Effusion,70+,5333,4138,0.7759235,0.8168304377632758,0.8034803912310826,0.8302306607868549,0.9339165566995233,0.9269936178605439,0.9404667466290946,0.13104198454480534,0.14995405,0.8392943450942484,0.39330543933054396,True
CLIP-ViT-B16,Age,Pneumonia,<50,1330,499,0.37518796,0.7291116529087056,0.6994044979152254,0.7580190677839664,0.646738800319783,0.5992830351342339,0.6884580491527215,0.06928721403044866,0.20014088,0.5370741482965932,0.2009626955475331,True
CLIP-ViT-B16,Age,Pneumonia,50-70,2601,1045,0.40176857,0.7390985350733693,0.719856083455626,0.7589381286443821,0.675415022676644,0.6458273140051778,0.7061334920595438,0.0723017553144673,0.20330141,0.6287081339712919,0.26413881748071977,True
CLIP-ViT-B16,Age,Pneumonia,70+,2052,908,0.44249514,0.7130855103046734,0.6912294327944539,0.7341026492290763,0.656910382982599,0.624968209750298,0.691844799885313,0.09848532185946057,0.22254586,0.7125550660792952,0.40034965034965037,True
CLIP-ViT-B16,Age,Pneumothorax,<50,1761,441,0.2504259,0.7126623376623376,0.6847416939989786,0.7408530898310032,0.4638273785376981,0.41688857120540374,0.5137902807793636,0.20770243174528144,0.21321204,0.6326530612244898,0.31136363636363634,True
CLIP-ViT-B16,Age,Pneumothorax,50-70,3471,647,0.18640162,0.6707247658620523,0.6470589212567498,0.6936137086624528,0.34645982307452483,0.3104911957805404,0.38727259297362543,0.2506635372798747,0.21315777,0.5641421947449768,0.31409348441926344,True
CLIP-ViT-B16,Age,Pneumothorax,70+,3058,541,0.17691301,0.6659491795898794,0.6412430259462146,0.6901645830161334,0.3114308479381449,0.2815332232341406,0.3490107788794573,0.29717340902897404,0.23567183,0.6173752310536045,0.3937226857369885,True
CLIP-ViT-B16,BMI,Cardiomegaly,<25,2613,1734,0.66360503,0.7857840184859328,0.7664253593525102,0.8041340674563763,0.8666149752022229,0.8485301304655845,0.8824232793484784,0.16424732257238164,0.199433,0.596885813148789,0.19112627986348124,True
CLIP-ViT-B16,BMI,Cardiomegaly,25-30,2148,1545,0.71927375,0.7807327977158436,0.7586409026346024,0.8019630926417877,0.8928148614383966,0.8776351643286979,0.9086457642845165,0.17907847622947098,0.19251429,0.6498381877022654,0.23548922056384744,True
CLIP-ViT-B16,BMI,Cardiomegaly,30+,2735,2198,0.8036563,0.7804733607494878,0.7581765463324878,0.8009851749675094,0.92376525365559,0.911122436193836,0.9359782263303961,0.18613927344462988,0.16595674,0.7511373976342129,0.33519553072625696,True
CLIP-ViT-B16,BMI,Consolidation,<25,945,606,0.64126986,0.844378243134048,0.818944481407687,0.8683177413089658,0.9083773556682452,0.8873916698479637,0.9274363536124621,0.074234959309694,0.15960236,0.7541254125412541,0.2448377581120944,True
CLIP-ViT-B16,BMI,Consolidation,25-30,635,334,0.5259842,0.8372093023255813,0.805423051619889,0.8659429437067181,0.8641328765967892,0.8310841681001938,0.8941069733258755,0.059824340115851304,0.1667568,0.6856287425149701,0.1461794019933555,True
CLIP-ViT-B16,BMI,Consolidation,30+,653,312,0.4777948,0.8391608391608392,0.8080717541579552,0.868359736505582,0.844830508366344,0.8082090659376626,0.8823829131542923,0.05298477763832072,0.16114059,0.6987179487179487,0.15542521994134897,True
CLIP-ViT-B16,BMI,Edema,<25,2176,1107,0.5087316,0.874834267519476,0.8597145264840427,0.8882484167657091,0.8656723777756041,0.8451854879185203,0.8860470608416808,0.01899293008404236,0.14350958,0.8175248419150858,0.22825070159027128,True
CLIP-ViT-B16,BMI,Edema,25-30,1945,946,0.48637533,0.8511936884029907,0.8357114014479426,0.8665859316140139,0.8289172872141617,0.8041932845253045,0.8516242910951127,0.025176894657103138,0.15574361,0.7780126849894292,0.21921921921921922,True
CLIP-ViT-B16,BMI,Edema,30+,2380,1210,0.50840336,0.8505121141484777,0.8355595673230561,0.8660125083907688,0.8424059537152806,0.8212932442647043,0.8650569799395881,0.026350062620677364,0.15857626,0.8272727272727273,0.29743589743589743,True
CLIP-ViT-B16,BMI,Enlarged Cardiomediastinum,<25,605,323,0.5338843,0.778648749533408,0.7432689229236662,0.8138279444939178,0.7775473635638369,0.7300186308375761,0.8330474907733573,0.06968769448355208,0.19610387,0.6439628482972136,0.19858156028368795,True
CLIP-ViT-B16,BMI,Enlarged Cardiomediastinum,25-30,453,262,0.57836646,0.7731705367491307,0.7298796559489091,0.8131966568191235,0.8256002549538017,0.780721259250834,0.8671303015256316,0.08567715677993976,0.19793619,0.6526717557251909,0.24607329842931938,True
CLIP-ViT-B16,BMI,Enlarged Cardiomediastinum,30+,492,306,0.6219512,0.7600498980954389,0.7159661279965753,0.8014249922412281,0.8176001660231915,0.7660467574893004,0.8648021544742669,0.0735762669606422,0.19173627,0.7777777777777778,0.3924731182795699,True
CLIP-ViT-B16,BMI,Pleural Effusion,<25,4075,2891,0.70944786,0.8571495765049033,0.8439818926356902,0.8700105044012428,0.929213688723202,0.9202161763708451,0.9377808043449425,0.12114110965670254,0.14851673,0.8087167070217918,0.2643581081081081,True
CLIP-ViT-B16,BMI,Pleural Effusion,25-30,2741,1715,0.6256841,0.8346512539853034,0.8179324461258395,0.8490111383521923,0.8869213111085767,0.8708673926103319,0.9007570659547861,0.10288033356352559,0.16856961,0.751603498542274,0.253411306042885,True
CLIP-ViT-B16,BMI,Pleural Effusion,30+,3281,2108,0.64248705,0.8417318994258869,0.8272028230611754,0.8552628608896212,0.8956728933855503,0.8819209393778721,0.9082483069767534,0.10048102349024726,0.16170195,0.7808349146110057,0.257459505541347,True
CLIP-ViT-B16,BMI,Pneumonia,<25,1902,872,0.45846477,0.7411630444464238,0.7183443521214479,0.7635938651560455,0.7112469337967887,0.6790572445972329,0.7428837718286025,0.050292492523930435,0.20667689,0.6720183486238532,0.3048543689320388,True
CLIP-ViT-B16,BMI,Pneumonia,25-30,1512,551,0.364418,0.7067615214792516,0.6774184397130658,0.7333441939672817,0.5854719678734233,0.5379687030370767,0.6273824933740048,0.10171614505508274,0.21314548,0.5989110707803993,0.28407908428720086,True
CLIP-ViT-B16,BMI,Pneumonia,30+,1553,505,0.32517707,0.6932204670848765,0.6651935736571065,0.721510407150064,0.5331884180258408,0.48760520462593887,0.5830748397295646,0.12106200964390963,0.21130784,0.5465346534653466,0.2566793893129771,True
CLIP-ViT-B16,BMI,Pneumothorax,<25,2721,750,0.27563396,0.6993566717402333,0.6771270690515904,0.7203724597380554,0.49003433760791804,0.45590885402458875,0.5286739010149815,0.2667275178234221,0.25331283,0.772,0.5104008117706748,True
CLIP-ViT-B16,BMI,Pneumothorax,25-30,1841,334,0.18142314,0.6353543741978551,0.6011731323149367,0.6657719317300566,0.2696173054367377,0.2338576640625133,0.31514906214493965,0.25243099618628256,0.21721388,0.5,0.3218314532183145,True
CLIP-ViT-B16,BMI,Pneumothorax,30+,2073,281,0.13555235,0.6318751588713777,0.5989483859352801,0.6671825241732636,0.21528873278899738,0.18172023733729198,0.26178719025125013,0.22791830155939166,0.17523912,0.30604982206405695,0.16517857142857142,True
ConvNeXtV2-Base,Gender,Cardiomegaly,Female,4246,3117,0.73410267,0.821828380210469,0.8072261745826775,0.8364557295648248,0.9211711195505801,0.9123582205531828,0.9302383425753094,0.14216067883424247,0.16376531,0.7831247994866859,0.30823737821080605,True
ConvNeXtV2-Base,Gender,Cardiomegaly,Male,5177,3810,0.73594743,0.8174713484515973,0.803759977555927,0.8296049696911026,0.9140469266328084,0.9045765104145922,0.9233880935698664,0.17123739441659935,0.17414041,0.7498687664041995,0.2648134601316752,True
ConvNeXtV2-Base,Gender,Consolidation,Female,1322,732,0.5537065,0.8900736315643234,0.8731705678756809,0.906712052402262,0.9123780832616761,0.8944340689631928,0.9293532730544499,0.0473809229286103,0.13463376,0.8155737704918032,0.17457627118644067,True
ConvNeXtV2-Base,Gender,Consolidation,Male,1566,981,0.62643677,0.8714393998797668,0.8543196337347281,0.8880782103390117,0.9166452140901183,0.8996275469364018,0.9322318064639075,0.0602075662820732,0.14403564,0.8236493374108053,0.24102564102564103,True
ConvNeXtV2-Base,Gender,Edema,Female,3807,2079,0.5460993,0.8892883308392567,0.8779865743391114,0.8984597013148241,0.8958588234138767,0.8815974826969232,0.9071284237135533,0.013680523065231213,0.13269456,0.8191438191438192,0.2013888888888889,True
ConvNeXtV2-Base,Gender,Edema,Male,4454,2338,0.5249214,0.8885230821101517,0.8793848783705094,0.8981070529999876,0.8877582404308377,0.8747346969957558,0.9007377016453787,0.01941907154935649,0.13428926,0.7917023096663816,0.16871455576559546,True
ConvNeXtV2-Base,Gender,Enlarged Cardiomediastinum,Female,882,536,0.60770977,0.7959354240358899,0.7651341702834189,0.824030234233066,0.8504805954285246,0.8183984544410545,0.8775228408051239,0.0762429590972643,0.18419912,0.7723880597014925,0.3236994219653179,True
ConvNeXtV2-Base,Gender,Enlarged Cardiomediastinum,Male,1124,639,0.56850535,0.7845312424374427,0.7588791449933667,0.8129312583385778,0.8251100081908219,0.7944465771109386,0.8570555227010458,0.043799624430327234,0.18894708,0.7715179968701096,0.3134020618556701,True
ConvNeXtV2-Base,Gender,Pleural Effusion,Female,5712,3893,0.68154764,0.8930315290818849,0.884005418986422,0.9017189155912259,0.94093128229843,0.9344001707366199,0.9478879507265864,0.08527881241108731,0.12698796,0.8132545594657077,0.1863661352391424,True
ConvNeXtV2-Base,Gender,Pleural Effusion,Male,6990,4734,0.67725325,0.8689598239834365,0.8597557001971392,0.8773486778822329,0.9264269373232913,0.9192354681315066,0.9331099968641042,0.10340985949331086,0.14587961,0.7642585551330798,0.19281914893617022,True
ConvNeXtV2-Base,Gender,Pneumonia,Female,2800,1128,0.40285715,0.7486458227289694,0.729681859111999,0.7658363080901565,0.6759155036536462,0.6484037354899422,0.7052657691242709,0.07069929101637432,0.20130101,0.5709219858156028,0.20933014354066987,True
ConvNeXtV2-Base,Gender,Pneumonia,Male,3183,1324,0.41595978,0.7542692608344479,0.7369859029809205,0.7711239181839702,0.6966762413342164,0.6702748349210738,0.7222511231283053,0.08517929299743603,0.20252693,0.6397280966767371,0.2350726196880043,True
ConvNeXtV2-Base,Gender,Pneumothorax,Female,3465,635,0.18326119,0.7359934336829805,0.7141259489810942,0.7587053537459212,0.45452157589654785,0.41732334338647015,0.49179942743830296,0.2317533796354806,0.19385868,0.6456692913385826,0.272791519434629,True
ConvNeXtV2-Base,Gender,Pneumothorax,Male,4825,994,0.20601036,0.6903343842748477,0.6716402644804287,0.7086327146029328,0.4018244068377426,0.37454799237404485,0.4354958239965623,0.23680210711270416,0.21673277,0.6066398390342053,0.3286348211955103,True
ConvNeXtV2-Base,Age,Cardiomegaly,<50,1629,953,0.5850215,0.8302355687737881,0.8101885132837676,0.8503192640031548,0.8546280756897304,0.8307662523718168,0.878765984608886,0.12984098940447403,0.18305242,0.6558237145855194,0.16124260355029585,True
ConvNeXtV2-Base,Age,Cardiomegaly,50-70,3968,2813,0.7089214,0.8152181507318371,0.8010749334075582,0.8294684584436758,0.9088036662489637,0.8981692757498642,0.9195922492776653,0.14690508542867797,0.17439196,0.745111980092428,0.2805194805194805,True
ConvNeXtV2-Base,Age,Cardiomegaly,70+,3826,3161,0.8261892,0.7819115964539631,0.7621106432962846,0.8001040250173993,0.9376737532422106,0.9281073747952087,0.945569312312629,0.18182958681204528,0.15857099,0.8152483391331857,0.41654135338345866,True
ConvNeXtV2-Base,Age,Consolidation,<50,589,303,0.51443124,0.8763876387638764,0.8475092930205684,0.9036442419448704,0.8813629865496084,0.8395663578909643,0.9165313329973094,0.057006549121770875,0.14484568,0.7656765676567657,0.14335664335664336,True
ConvNeXtV2-Base,Age,Consolidation,50-70,1206,707,0.58623546,0.8815254270918075,0.8641804505998398,0.9007254479011136,0.9174807240809525,0.9007576879841159,0.9340582485286139,0.05574504069823333,0.14006123,0.8175388967468176,0.20641282565130262,True
ConvNeXtV2-Base,Age,Consolidation,70+,1093,703,0.6431839,0.8793631688368531,0.8589937509784189,0.8994115082427254,0.9269323974033847,0.9096388296764041,0.9423454071465083,0.05936579778790474,0.1366127,0.8463726884779517,0.2564102564102564,True
ConvNeXtV2-Base,Age,Edema,<50,1290,527,0.40852714,0.9026923583875694,0.8871515316013281,0.91827800416519,0.867595849777761,0.8406189148245939,0.890914527316988,0.014934345259684926,0.12322213,0.7343453510436433,0.12057667103538663,True
ConvNeXtV2-Base,Age,Edema,50-70,3485,1778,0.5101865,0.894204898377158,0.8826448846475862,0.904354979909129,0.8830057102912772,0.8661902862128348,0.8975980492253913,0.01508109566128921,0.13002267,0.8020247469066367,0.16637375512595196,True
ConvNeXtV2-Base,Age,Edema,70+,3486,2112,0.605852,0.8705897677649861,0.8583830755772848,0.8825505280036353,0.9038905036575509,0.8904388631563531,0.9159550486806383,0.023988263675119095,0.1409085,0.8243371212121212,0.23944687045123728,True
ConvNeXtV2-Base,Age,Enlarged Cardiomediastinum,<50,483,225,0.46583852,0.7495779500430664,0.7037549532852896,0.7939449805911816,0.7193850761591167,0.6554146861980418,0.7811123434212781,0.08545513148756995,0.2062471,0.5822222222222222,0.1744186046511628,True
ConvNeXtV2-Base,Age,Enlarged Cardiomediastinum,50-70,891,516,0.57912457,0.8119018087855299,0.7838639698072216,0.839498634771407,0.8649481313739493,0.8378719409469575,0.8902915879665965,0.05723422682111379,0.17755404,0.7732558139534884,0.29333333333333333,True
ConvNeXtV2-Base,Age,Enlarged Cardiomediastinum,70+,632,434,0.68670887,0.7398175301401109,0.6988702916767388,0.7806267781988283,0.8528055541348774,0.8162206177849801,0.8845676603286344,0.06641822896567703,0.18516159,0.868663594470046,0.5505050505050505,True
ConvNeXtV2-Base,Age,Pleural Effusion,<50,2081,1084,0.5209034,0.8875427019064573,0.8735809408709236,0.9005191861952618,0.8950553084977575,0.8778748585756873,0.9102276820869557,0.07740247623385402,0.14309515,0.6928044280442804,0.1123370110330993,True
ConvNeXtV2-Base,Age,Pleural Effusion,50-70,5288,3405,0.64391077,0.8729718643430711,0.8631499857911942,0.8823332292387884,0.9203292723228316,0.9120455093316429,0.92802838597608,0.09969249052318227,0.14755233,0.7459618208516887,0.1688794476898566,True
ConvNeXtV2-Base,Age,Pleural Effusion,70+,5333,4138,0.7759235,0.8619858602077692,0.8500616851466416,0.8737433491989663,0.9487687431331469,0.942309252935229,0.9547026863179853,0.09782465855866396,0.12507333,0.8441275978733688,0.2878661087866109,True
ConvNeXtV2-Base,Age,Pneumonia,<50,1330,499,0.37518796,0.7458768318827789,0.715218735913985,0.7714348241561745,0.6748639208543266,0.6319090984236844,0.7149039693340055,0.07203642989235713,0.19413052,0.531062124248497,0.15764139590854392,True
ConvNeXtV2-Base,Age,Pneumonia,50-70,2601,1045,0.40176857,0.7589463844233157,0.7389787937735701,0.778451465934803,0.6952835769313617,0.665356020126234,0.7272231154835705,0.07274018089125497,0.19655856,0.5904306220095694,0.19601542416452442,True
ConvNeXtV2-Base,Age,Pneumonia,70+,2052,908,0.44249514,0.7389367240688827,0.7184384428963106,0.7594731867762968,0.6850267213490062,0.6506744695274999,0.7171234095150016,0.09486919488997488,0.21386142,0.670704845814978,0.3068181818181818,True
ConvNeXtV2-Base,Age,Pneumothorax,<50,1761,441,0.2504259,0.7406685906685907,0.7129573455511882,0.7673400034968307,0.5240261921829601,0.4748789404485836,0.5751319271857271,0.18691884370045794,0.19967897,0.6530612244897959,0.2825757575757576,True
ConvNeXtV2-Base,Age,Pneumothorax,50-70,3471,647,0.18640162,0.6863252054590592,0.662221337137323,0.7097089550918819,0.38927852725567924,0.353340196304745,0.4288005562024923,0.22763343020582427,0.20274739,0.5687789799072643,0.27939093484419264,True
ConvNeXtV2-Base,Age,Pneumothorax,70+,3058,541,0.17691301,0.7182346733524418,0.6945726580257839,0.7425717492376973,0.3962327884794948,0.3578109093478704,0.4412845829011064,0.27170981611250034,0.21650918,0.6598890942698706,0.3452522844656337,True
ConvNeXtV2-Base,BMI,Cardiomegaly,<25,2613,1734,0.66360503,0.8110775194103605,0.7933191003507224,0.8275122440477932,0.8904369197488615,0.8766890037086802,0.9039340598069757,0.14577480112735314,0.18546715,0.6943483275663207,0.2366325369738339,True
ConvNeXtV2-Base,BMI,Cardiomegaly,25-30,2148,1545,0.71927375,0.8291627085714899,0.8105582872700255,0.8483829801215015,0.9210023746049002,0.909493797929259,0.9338260528168817,0.16484571120994826,0.17224272,0.7417475728155339,0.25207296849087896,True
ConvNeXtV2-Base,BMI,Cardiomegaly,30+,2735,2198,0.8036563,0.8085630580026196,0.7862587234774239,0.8273923927720109,0.9344771054949044,0.9233440355375453,0.9456232192197643,0.16407868777703105,0.15237506,0.8234758871701547,0.36312849162011174,True
ConvNeXtV2-Base,BMI,Consolidation,<25,945,606,0.64126986,0.8614932289689146,0.8376381146025706,0.88464993217347,0.9174395155337531,0.8969608310483214,0.9350523967962125,0.0701377267402316,0.14929052,0.8267326732673267,0.2536873156342183,True
ConvNeXtV2-Base,BMI,Consolidation,25-30,635,334,0.5259842,0.8504585513358665,0.8190478714226981,0.8778174109787068,0.8748409087869378,0.8428670835353059,0.9038173831188583,0.05455187554434529,0.15867586,0.7604790419161677,0.2059800664451827,True
ConvNeXtV2-Base,BMI,Consolidation,30+,653,312,0.4777948,0.8706951650500039,0.8413514921214252,0.8972814469689468,0.8762237197695063,0.8428632793150052,0.9069185801938471,0.04693818454035939,0.14258362,0.7596153846153846,0.15835777126099707,True
ConvNeXtV2-Base,BMI,Edema,<25,2176,1107,0.5087316,0.8977034485031473,0.8839421753684853,0.9103933863703921,0.8869767713380693,0.8662298597525745,0.9059568225564184,0.017245066071422226,0.12781759,0.8464317976513098,0.1992516370439663,True
ConvNeXtV2-Base,BMI,Edema,25-30,1945,946,0.48637533,0.8855488681070077,0.8715467438720725,0.8994257882910495,0.8737733608655741,0.8553913568054212,0.8931524197632185,0.021862685236036013,0.13699888,0.8044397463002114,0.1881881881881882,True
ConvNeXtV2-Base,BMI,Edema,30+,2380,1210,0.50840336,0.8823762096489369,0.8685722088830227,0.8958599819683664,0.8749335338517474,0.8557171380011812,0.8929595492490536,0.017946660977263912,0.13859124,0.8305785123966942,0.24017094017094018,True
ConvNeXtV2-Base,BMI,Enlarged Cardiomediastinum,<25,605,323,0.5338843,0.7874206793579693,0.7517375216107474,0.8213125737309555,0.7972316057471573,0.7536855949332033,0.8442132771520534,0.060873720394678345,0.19144978,0.7089783281733746,0.2375886524822695,True
ConvNeXtV2-Base,BMI,Enlarged Cardiomediastinum,25-30,453,262,0.57836646,0.7874585348307421,0.745510555466733,0.8259505492455664,0.8319308589897438,0.7836978711526218,0.8727248114745987,0.08747196128431536,0.19291735,0.7099236641221374,0.2617801047120419,True
ConvNeXtV2-Base,BMI,Enlarged Cardiomediastinum,30+,492,306,0.6219512,0.7637922552533558,0.7192708870222613,0.8096073744481235,0.8463943760625212,0.8059414071621462,0.8841653801502846,0.05429154549672352,0.19167455,0.8071895424836601,0.42473118279569894,True
ConvNeXtV2-Base,BMI,Pleural Effusion,<25,4075,2891,0.70944786,0.8894662021931998,0.8777015399726583,0.9000349019567704,0.9466926523743343,0.9384469967645622,0.9536082828735465,0.09583151673246745,0.12814961,0.8374264960221377,0.22128378378378377,True
ConvNeXtV2-Base,BMI,Pleural Effusion,25-30,2741,1715,0.6256841,0.8757233219102176,0.862135034846385,0.8886950379026224,0.915111894574731,0.9020530778104965,0.927569054298633,0.08658972366508103,0.14472279,0.7935860058309038,0.2134502923976608,True
ConvNeXtV2-Base,BMI,Pleural Effusion,30+,3281,2108,0.64248705,0.8738823885300346,0.8606102273943014,0.8855374467021537,0.9171323451023413,0.9040609246785833,0.927649636762013,0.09531663661366807,0.14543414,0.790796963946869,0.20545609548167093,True
ConvNeXtV2-Base,BMI,Pneumonia,<25,1902,872,0.45846477,0.7626469671328049,0.7402378022427276,0.7857119759802378,0.7365343475559499,0.7069405053022497,0.7681652000115343,0.0577737863178509,0.1998904,0.7006880733944955,0.31650485436893205,True
ConvNeXtV2-Base,BMI,Pneumonia,25-30,1512,551,0.364418,0.7330367074527253,0.7038903057638904,0.7599590646399461,0.6351099781239958,0.5878899509893061,0.680470079251341,0.09939901324767599,0.20304325,0.6333938294010889,0.2611862643080125,True
ConvNeXtV2-Base,BMI,Pneumonia,30+,1553,505,0.32517707,0.7214779684075278,0.6943402669827776,0.7480720930285188,0.5622720074620384,0.5171008349913615,0.6100598510875057,0.11110403024125544,0.20207463,0.5782178217821782,0.2480916030534351,True
ConvNeXtV2-Base,BMI,Pneumothorax,<25,2721,750,0.27563396,0.7445682394723491,0.7235597516603334,0.7667177304401754,0.5573755124475552,0.5214534768391801,0.5990381980632302,0.25479538903565846,0.238543,0.8013333333333333,0.45256215119228815,True
ConvNeXtV2-Base,BMI,Pneumothorax,25-30,1841,334,0.18142314,0.670738152096603,0.6375578375869034,0.7004300516109845,0.32490322233321156,0.28049089118594506,0.3743138380267812,0.22900082727025084,0.20402107,0.5329341317365269,0.2773722627737226,True
ConvNeXtV2-Base,BMI,Pneumothorax,30+,2073,281,0.13555235,0.6647079149720386,0.62972344564956,0.6978964867919212,0.25209274586238195,0.20942306975395256,0.301611055584762,0.19852184579027946,0.16440715,0.3701067615658363,0.1640625,True
