model,finding,dimension,auroc_gap,gap_ci_lo,gap_ci_hi,sens_gap,spec_gap,fpr_gap,fnr_gap,ece_gap
XRV-DenseNet-nih,Atelectasis,Race,0.13145160318005777,0.06454942729150548,0.3483071696529095,0.07194629277566544,0.18018018018018012,0.18018018018018012,0.07194629277566544,0.011741650859511768
XRV-DenseNet-nih,Cardiomegaly,Gender,0.006584826839168723,0.00048679906987368626,0.027343521079688314,0.022665140870865574,0.0011358460173791496,0.0011358460173791496,0.022665140870865574,0.009357451140011339
XRV-DenseNet-nih,Cardiomegaly,Age,0.062384416380980134,0.03393164991191171,0.09054141112569622,0.09612230379895592,0.14446100458246203,0.14446100458246203,0.09612230379895592,0.05442115687372552
XRV-DenseNet-nih,Cardiomegaly,Race,0.07400671130022629,0.023337625694571037,0.14520795470677555,0.06525326654629471,0.03121330724070448,0.03121330724070448,0.06525326654629471,0.08381923065864758
XRV-DenseNet-nih,Consolidation,Gender,0.031379829129161485,0.003530877325830548,0.06294779551631707,0.02273107067061042,0.06484137331594964,0.06484137331594964,0.02273107067061042,0.0009106184378018384
XRV-DenseNet-nih,Consolidation,Age,0.03135465119474834,0.009207725378704387,0.07361449076340118,0.09413217281898878,0.1046620046620047,0.1046620046620047,0.09413217281898878,0.015764241100491298
XRV-DenseNet-nih,Consolidation,Race,0.043655951255154535,0.022118088687407972,0.1473787812597081,0.06611111111111112,0.07609893895549125,0.07609893895549125,0.06611111111111112,0.08028922560666668
XRV-DenseNet-nih,Edema,Gender,0.002856385500524028,0.0002998636888321777,0.02194005372770715,0.014358008369984354,0.011043504515858005,0.011043504515858005,0.014358008369984354,0.0012291555401793813
XRV-DenseNet-nih,Edema,Age,0.056753819993625165,0.031233584655561274,0.08181978114696123,0.031991257259825434,0.10253137752036035,0.10253137752036035,0.031991257259825434,0.04432943519983183
XRV-DenseNet-nih,Edema,Race,0.05535912135444354,0.02602776907679771,0.10667477717668532,0.032109032109032154,0.0729071444532472,0.0729071444532472,0.032109032109032154,0.04684704886347253
XRV-DenseNet-nih,Enlarged Cardiomediastinum,Gender,0.015487898051251281,0.0008408000684468704,0.0570292342626304,0.010928339523042063,0.05205291698945236,0.05205291698945236,0.010928339523042063,0.019956848655298988
XRV-DenseNet-nih,Enlarged Cardiomediastinum,Age,0.06706115417743319,0.03345722779519593,0.12897077989418862,0.2141935483870967,0.21341320178529488,0.21341320178529488,0.2141935483870967,0.010966468152800439
XRV-DenseNet-nih,Enlarged Cardiomediastinum,Race,0.1288799722290288,0.038976127596967225,0.29528476370845014,0.09584905660377352,0.12191252144082332,0.12191252144082332,0.09584905660377352,0.1765784276553327
XRV-DenseNet-nih,Lung Opacity,Gender,0.04085101229953192,0.00329177115203588,0.09013528412646989,0.04411410739448329,0.02256376112005032,0.02256376112005032,0.04411410739448329,0.0016441092618409928
XRV-DenseNet-nih,Lung Opacity,Age,0.07857339611729719,0.02714301381231798,0.14262783084915864,0.10475493724285878,0.23218115616738988,0.23218115616738988,0.10475493724285878,0.0173751379573407
XRV-DenseNet-nih,Lung Opacity,Race,0.14153984278196308,0.04978367698274552,0.28552392957093997,0.08010487484275841,0.13750000000000007,0.13750000000000007,0.08010487484275841,0.021532376117109744
XRV-DenseNet-nih,Pleural Effusion,Gender,0.015130095819306355,0.001577217957146096,0.03343344225468633,0.04495231602528604,0.02459290039340456,0.02459290039340456,0.04495231602528604,0.011296621233329685
XRV-DenseNet-nih,Pleural Effusion,Age,0.06487397483599378,0.04185725608561594,0.08868181741718639,0.10636188043852401,0.25249136530931704,0.25249136530931704,0.10636188043852401,0.039874102069026134
XRV-DenseNet-nih,Pleural Effusion,Race,0.04614222992257688,0.02421941979379268,0.10591847367580881,0.07833950548011814,0.08765156542197017,0.08765156542197017,0.07833950548011814,0.045669289544226416
XRV-DenseNet-nih,Pneumonia,Gender,0.012770544757879088,0.0007741726146436534,0.040607872233672425,0.03561633562597755,0.0305554769117522,0.0305554769117522,0.03561633562597755,0.0006829294636637485
XRV-DenseNet-nih,Pneumonia,Age,0.03156883485143924,0.010388617017067192,0.06839993069263069,0.16473916996989568,0.18508116432304167,0.18508116432304167,0.16473916996989568,0.006480133696966501
XRV-DenseNet-nih,Pneumonia,Race,0.05208953133946148,0.01688397441229592,0.13669144870531097,0.0652729384436701,0.180083918813427,0.180083918813427,0.0652729384436701,0.04635255242030012
XRV-DenseNet-nih,Pneumothorax,Gender,0.038587614759707844,0.008584399005334791,0.0696177597124095,0.06309193745148045,0.003462362556529208,0.003462362556529208,0.06309193745148045,0.005381291043387949
XRV-DenseNet-nih,Pneumothorax,Age,0.03421188206838277,0.008778915553470507,0.07547329109581084,0.08275767803257317,0.043061636191947805,0.043061636191947805,0.08275767803257317,0.031175074913265915
XRV-DenseNet-nih,Pneumothorax,Race,0.07885901202477041,0.027451072700631872,0.1727655979384255,0.2952459016393443,0.3100789949557438,0.31007899495574387,0.2952459016393443,0.04185430090509086
XRV-DenseNet-nih,Support Devices,Gender,0.016595980342696937,0.0006954208036417526,0.0657402078484655,0.035521088796595435,0.06634251250642853,0.06634251250642853,0.035521088796595435,0.00016662956479256748
XRV-DenseNet-nih,Support Devices,Age,0.10954754389085708,0.04860282922392475,0.1746384542295077,0.07935700203503349,0.2491970527111279,0.2491970527111279,0.07935700203503349,0.008488949917475895
