model,disease,race_group,n,auroc,brier,mean_pred,prevalence,calib_gap
CLIP-ViT-B16,Support Devices,Other,878,0.7681189251000573,0.05190616040090367,0.9515329054860368,0.9396355152130127,0.011897390273024055
ConvNeXtV2-Base,Atelectasis,White,5340,0.6431431761569357,0.0318374362548156,0.9688754836159341,0.9698501825332642,-0.0009746989173300413
ConvNeXtV2-Base,Atelectasis,Black,826,0.5999725961703148,0.04500984271778794,0.9649848865303859,0.9552057981491089,0.009779088381277057
ConvNeXtV2-Base,Atelectasis,Asian,197,0.6510416666666666,0.02690485342066399,0.9699820338046139,0.9746192693710327,-0.004637235566418818
ConvNeXtV2-Base,Atelectasis,Other,620,0.6004983388704319,0.030067252923557955,0.964862530835535,0.9709677696228027,-0.006105238787267764
ConvNeXtV2-Base,Cardiomegaly,White,6459,0.815278898753475,0.14159493904240208,0.757155568083085,0.7398977875709534,0.01725778051213167
ConvNeXtV2-Base,Cardiomegaly,Black,1333,0.8189291115868869,0.12845360181154727,0.766359473432475,0.7794448733329773,-0.013085399900502281
ConvNeXtV2-Base,Cardiomegaly,Asian,281,0.7573764664059722,0.17912671356004442,0.6893825968256143,0.690391480922699,-0.0010088840970846613
ConvNeXtV2-Base,Cardiomegaly,Other,748,0.8074336863730137,0.15146090188826203,0.7222541748037279,0.7072192430496216,0.015034931754106307
ConvNeXtV2-Base,Consolidation,White,1925,0.8587222446601581,0.14854920503658922,0.6110356766797447,0.6322078108787537,-0.021172134199008985
ConvNeXtV2-Base,Consolidation,Black,419,0.8544977168949772,0.15363014616360543,0.49763470610908755,0.4773269593715668,0.020307746737520782
ConvNeXtV2-Base,Consolidation,Asian,106,0.7888071895424836,0.18164958910347476,0.6296248887345857,0.6792452931404114,-0.04962040440582571
ConvNeXtV2-Base,Consolidation,Other,236,0.8772573566443629,0.14296058219550084,0.48990013286430817,0.4788135588169098,0.011086574047398379
ConvNeXtV2-Base,Edema,White,5718,0.8773141189326235,0.13970444889030775,0.5476179904925872,0.5475690960884094,4.889440417776836e-05
ConvNeXtV2-Base,Edema,Black,1093,0.8813490069995644,0.13866230248286587,0.5088931563496495,0.5077767372131348,0.0011164191365147236
ConvNeXtV2-Base,Edema,Asian,228,0.8459228459228458,0.1606376532039621,0.4948878611515834,0.5131579041481018,-0.01827004299651841
ConvNeXtV2-Base,Edema,Other,685,0.85110574370043,0.15932493405818077,0.4929354668688283,0.4656934440135956,0.027242022855232695
ConvNeXtV2-Base,Enlarged Cardiomediastinum,White,1346,0.7264335923048464,0.21809963967980686,0.606901063805646,0.6062406897544861,0.0006603740511599288
ConvNeXtV2-Base,Enlarged Cardiomediastinum,Black,223,0.7336569579288026,0.2197521665371986,0.559845848792508,0.5381165742874146,0.021729274505093432
ConvNeXtV2-Base,Enlarged Cardiomediastinum,Asian,71,0.7,0.21380368445911616,0.6251854394584234,0.7042253613471985,-0.07903992188877507
ConvNeXtV2-Base,Enlarged Cardiomediastinum,Other,194,0.7412092624356775,0.21534872341482678,0.5560105865411815,0.5463917255401611,0.009618861001020385
ConvNeXtV2-Base,Lung Opacity,White,5827,0.681857049164099,0.04840069297750324,0.9512725949451972,0.9498884677886963,0.001384127156500936
ConvNeXtV2-Base,Lung Opacity,Black,1098,0.6455058939096266,0.06609162251650891,0.9451953505411977,0.9271402359008789,0.018055114640318837
ConvNeXtV2-Base,Lung Opacity,Asian,293,0.7868105515587529,0.0460241024978213,0.9493705337718593,0.9488054513931274,0.0005650823787318737
ConvNeXtV2-Base,Lung Opacity,Other,681,0.7349477226294916,0.06786052198239857,0.9378543779469843,0.922173261642456,0.015681116304528286
ConvNeXtV2-Base,Pleural Effusion,White,9135,0.8674048848351472,0.12765952320680862,0.6966905217799602,0.706184983253479,-0.009494461473518845
ConvNeXtV2-Base,Pleural Effusion,Black,1390,0.8462296028390471,0.1574383657829937,0.5996469636374852,0.5784172415733337,0.021229722064151413
ConvNeXtV2-Base,Pleural Effusion,Asian,387,0.8356738954825079,0.14112080727387832,0.6881382920173507,0.6873385310173035,0.0007997610000471944
ConvNeXtV2-Base,Pleural Effusion,Other,1046,0.8683909036917832,0.1378154124819466,0.6202725090075906,0.6070745587348938,0.013197950272696768
ConvNeXtV2-Base,Pneumonia,White,3927,0.740965250759189,0.2012398544629093,0.4257874881396276,0.4163483679294586,0.00943912021016896
ConvNeXtV2-Base,Pneumonia,Black,872,0.7396706317022619,0.1941605865151496,0.3903363445232053,0.37155961990356445,0.01877672461964086
ConvNeXtV2-Base,Pneumonia,Asian,227,0.6524590163934426,0.24017743802029898,0.4517902204481065,0.46255508065223694,-0.010764860204130422
ConvNeXtV2-Base,Pneumonia,Other,541,0.7267421602787456,0.20253908436144255,0.3948178857233753,0.37892791628837585,0.01588996943499943
ConvNeXtV2-Base,Pneumothorax,White,5861,0.6881856753225883,0.14717159457290646,0.19692779370577937,0.19843029975891113,-0.0015025060531317636
ConvNeXtV2-Base,Pneumothorax,Black,895,0.7552597220156345,0.1306786676467145,0.18040230262240256,0.18547485768795013,-0.005072555065547574
ConvNeXtV2-Base,Pneumothorax,Asian,289,0.7255536381938453,0.15676192802738,0.28535787506722354,0.2110726684331894,0.07428520663403415
ConvNeXtV2-Base,Pneumothorax,Other,653,0.728499095840868,0.12220284484089097,0.1702084612921717,0.15313935279846191,0.017069108493709795
ConvNeXtV2-Base,Support Devices,White,8281,0.723979731325338,0.03963513394879906,0.9518808194989575,0.9591836929321289,-0.007302873433171375
ConvNeXtV2-Base,Support Devices,Black,1188,0.7213114754098361,0.04673094315176493,0.9481956634197218,0.9486532211303711,-0.000457557710649259
ConvNeXtV2-Base,Support Devices,Asian,359,0.8414860681114551,0.043184756560917636,0.9403708162783972,0.9470751881599426,-0.006704371881545379
ConvNeXtV2-Base,Support Devices,Other,878,0.7658776443682105,0.053850900877869555,0.9500408933978609,0.9396355152130127,0.010405378184848213
